Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Stop_Loss,Target,Target%,SL%,RR_Ratio,Conviction,BTST_Score
MARICO,807.2,2.89,3.8,1363325.0,67.7,3.8004,772.58,764.65,4.48,17.0,93.4,18.41,813.5,True,,False,False,True,True,True,0.57,True,False,False,791.06,831.42,3.0,2.0,1.5,WEAK,54.6
BRITANNIA,5834.5,0.73,1.7,417964.0,57.6,25.3421,5706.83,5748.08,2.24,15.0,92.6,131.6,6336.0,False,,False,False,True,True,False,-0.3,True,False,False,5734.5,6009.53,3.0,1.71,1.75,WEAK,49.8
HINDALCO,1054.7,1.15,1.15,3986453.0,63.5,-1.1141,1020.73,977.5,3.33,27.5,84.6,25.81,1080.0,True,Engulfing,False,False,True,True,False,-0.61,True,False,False,1033.61,1086.34,3.0,2.0,1.5,WEAK,45.7
DABUR,460.55,3.34,2.09,1310033.0,57.6,2.4145,446.22,456.3,3.21,22.3,89.9,11.52,573.97,False,,False,False,True,False,False,0.26,True,False,False,451.34,474.37,3.0,2.0,1.5,WEAK,43.1
M&M,3210.8,3.36,2.44,2649424.0,54.4,6.9005,3138.03,3209.97,2.32,12.7,92.6,91.57,3839.9,False,,False,False,True,False,False,0.24,True,False,False,3146.58,3307.12,3.0,2.0,1.5,WEAK,42.1
PETRONET,282.55,2.11,6.36,2066325.0,57.5,1.295,275.0,276.6,2.75,9.8,73.4,8.19,326.4,False,,False,False,True,True,True,1.19,True,False,False,276.9,291.03,3.0,2.0,1.5,WEAK,41.6
ITC,311.45,0.11,1.61,16690170.0,56.1,1.2603,307.22,310.51,1.38,18.8,44.4,5.35,427.21,False,,False,False,True,False,False,0.0,True,False,False,309.65,319.47,2.58,0.58,4.46,WEAK,36.3
LUPIN,2343.3,-0.23,1.43,992041.0,56.0,0.775,2317.76,2289.61,1.1,8.2,43.9,51.55,2381.0,True,,False,True,True,True,False,0.22,True,False,False,2326.6,2413.6,3.0,0.71,4.21,WEAK,36.0
GODREJCP,1101.5,2.7,1.58,1325537.0,54.2,-0.1765,1083.99,1096.8,1.62,16.9,80.6,30.79,1297.65,False,,False,False,True,False,False,0.05,True,False,False,1079.47,1134.55,3.0,2.0,1.5,WEAK,32.0
IRCTC,569.1,2.49,4.55,1093972.0,60.5,2.1302,547.6,558.46,3.93,16.0,60.2,14.22,808.77,False,,False,False,True,False,False,-0.05,False,False,False,557.72,586.17,3.0,2.0,1.5,WEAK,31.5
GAIL,163.7,-0.47,1.38,10527589.0,61.6,0.4972,159.72,157.31,2.49,25.8,36.4,4.12,195.53,False,,False,True,False,True,False,0.19,True,False,False,162.5,168.61,3.0,0.73,4.09,WEAK,30.1
EICHERMOT,7301.5,-0.38,1.1,438784.0,55.4,25.2125,7149.29,7176.27,2.13,12.4,66.9,187.03,8230.0,False,,False,False,False,True,False,-0.05,True,False,False,7213.5,7520.55,3.0,1.21,2.49,WEAK,28.1
CHOLAFIN,1657.4,1.09,1.14,2367247.0,62.8,13.341,1560.36,1568.93,6.22,15.0,78.4,56.68,1830.13,False,,False,False,True,True,False,0.27,False,False,True,1624.25,1707.12,3.0,2.0,1.5,WEAK,26.1
HAL,4610.4,1.12,1.75,841398.0,73.6,24.3068,4280.47,4165.46,7.71,27.3,53.2,110.91,5105.25,False,,False,True,True,True,False,-0.01,False,False,True,4534.0,4748.71,3.0,1.66,1.81,WEAK,25.3
