Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
BANDHANBNK,216.52,4.16,2.66,8923006.0,59.4,0.7597,False,206.49,201.05,4.86,14.6,65.4,7.55,220.76,True,,False,False,True,True,False,0.42,True,False,False,False,212.19,223.02,3.0,2.0,1.5,1154,249864.08,WEAK,50.1
APOLLOHOSP,8934.0,0.38,1.65,303809.0,68.7,1.7151,True,8712.21,8433.69,2.55,32.2,27.9,141.01,9009.0,True,,False,True,True,True,False,0.54,True,False,False,False,8905.0,9145.51,2.37,0.32,7.29,172,1536648.0,WEAK,48.0
ULTRACEMCO,11812.0,2.75,2.16,176132.0,59.1,24.2824,False,11512.86,11490.94,2.6,10.9,87.7,213.98,13110.0,False,,False,False,True,True,False,0.07,False,False,False,False,11598.02,12132.97,2.72,1.81,1.5,23,271676.0,WEAK,46.9
SHREECEM,26925.0,2.45,1.3,13174.0,62.7,45.4549,False,25991.85,25462.19,3.59,24.0,84.2,559.58,32398.19,False,Morning Star,False,False,True,True,False,0.02,False,False,False,False,26386.5,27732.75,3.0,2.0,1.5,9,242325.0,WEAK,46.9
LUPIN,2493.0,0.96,1.19,691992.0,65.7,3.88,False,2427.66,2365.08,2.69,33.6,47.8,46.45,2526.9,True,,False,False,True,True,False,0.44,True,False,False,False,2477.5,2562.68,2.8,0.62,4.5,322,802746.0,WEAK,46.5
SUNPHARMA,1951.5,0.46,1.07,2126399.0,71.0,5.8977,False,1890.65,1847.07,3.22,37.2,42.3,31.54,1962.7,True,,False,False,True,True,False,0.64,True,False,False,False,1943.3,1998.8,2.42,0.42,5.77,609,1188463.5,WEAK,44.8
TORNTPHARM,5017.8,0.89,1.39,558777.0,81.6,28.0253,False,4756.0,4572.08,5.5,36.9,86.5,103.5,5033.4,True,,False,False,True,True,False,0.03,True,False,False,False,4918.1,5168.33,3.0,1.99,1.51,50,250889.99,WEAK,43.4
ICICIPRULI,525.15,4.21,4.78,1522918.0,60.9,4.2293,False,499.07,507.14,5.23,15.7,76.8,15.15,704.36,False,,False,False,True,False,True,0.55,False,False,False,False,514.65,540.9,3.0,2.0,1.5,476,249971.41,WEAK,42.7
BHEL,417.95,3.48,1.37,14411192.0,60.5,1.2254,True,398.21,385.96,4.96,19.3,71.9,13.93,424.9,True,,False,False,True,True,False,0.32,False,False,False,False,409.59,430.49,3.0,2.0,1.5,598,249934.11,WEAK,40.8
DIVISLAB,7273.0,1.18,1.73,420663.0,73.8,55.0313,False,6834.9,6704.32,6.41,28.6,40.6,152.66,7330.0,True,,False,False,True,True,True,0.99,True,False,True,False,7234.0,7491.19,3.0,0.54,5.59,128,930944.0,WEAK,40.5
BAJAJ.AUTO,10323.0,1.54,1.18,381485.0,58.6,53.0657,False,10087.84,10020.39,2.33,18.0,72.8,221.77,10750.0,True,,False,False,True,True,False,0.33,False,False,False,False,10200.0,10632.69,3.0,1.19,2.52,40,412920.0,WEAK,39.6
UNIONBANK,172.38,1.0,3.22,18876461.0,59.9,0.5341,False,166.02,165.86,3.83,17.3,41.9,4.84,199.6,False,,False,True,True,True,False,0.32,True,False,False,False,168.93,177.55,3.0,2.0,1.5,1449,249778.63,WEAK,38.1
TITAN,4579.4,0.12,0.54,1138367.0,66.0,12.2289,False,4452.71,4339.3,2.85,27.7,34.1,86.99,4679.8,True,,False,False,True,True,False,0.0,False,False,False,False,4565.1,4709.88,2.85,0.31,9.12,349,1598210.57,WEAK,36.1
INDUSINDBK,1009.7,1.24,0.56,2663965.0,63.6,4.2505,False,972.31,937.85,3.85,31.6,57.4,25.04,1038.0,True,,False,True,True,True,False,0.11,True,False,False,False,992.0,1039.99,3.0,1.75,1.71,282,284735.4,WEAK,35.1
TECHM,1498.7,0.97,0.77,2380007.0,61.1,12.2862,False,1434.36,1422.19,4.49,13.8,84.6,45.8,1807.04,False,,False,False,True,True,False,-1.29,False,False,False,False,1468.73,1543.66,3.0,2.0,1.5,166,248784.19,WEAK,33.9
HDFCBANK,815.45,0.75,0.6,35651456.0,59.9,-0.1939,False,801.58,787.83,1.73,29.6,57.5,14.54,1003.9,False,,False,False,True,True,False,0.2,True,False,False,False,809.7,837.26,2.67,0.71,3.79,869,708626.06,WEAK,32.9
ICICIBANK,1416.2,0.6,1.05,12375645.0,65.2,-1.4407,False,1381.64,1344.05,2.5,32.9,37.2,24.72,1488.51,True,,False,True,True,True,False,0.37,True,False,False,False,1409.2,1453.28,2.62,0.49,5.3,714,1011166.77,WEAK,32.4
SBILIFE,1866.4,1.42,1.02,880447.0,61.1,11.1903,False,1811.75,1818.43,3.02,23.2,66.7,38.08,2129.04,False,,False,False,True,True,False,0.12,False,False,False,False,1838.0,1922.39,3.0,1.52,1.97,176,328486.4,WEAK,31.8
ETERNAL,294.8,3.02,1.12,40204579.0,70.8,1.2932,False,276.65,264.55,6.56,35.2,87.7,8.49,368.45,False,,False,False,True,True,False,-0.4,False,False,True,False,288.9,303.64,3.0,2.0,1.5,847,249695.59,WEAK,31.0
FEDERALBNK,327.55,0.02,0.6,4866091.0,58.4,-1.2331,False,324.98,312.85,0.79,35.8,38.2,6.3,336.5,True,,False,True,False,True,False,0.31,True,False,False,False,325.6,336.99,2.88,0.6,4.84,2564,839838.17,WEAK,30.2
IDFCFIRSTB,79.47,0.25,0.55,17765446.0,56.2,-0.3354,False,78.77,75.84,0.89,36.1,17.4,1.71,87.0,False,,False,True,True,True,False,0.19,True,False,False,False,79.26,81.85,2.99,0.26,11.33,23809,1892101.26,WEAK,30.2
SBICARD,640.35,0.23,1.63,1493628.0,62.0,4.6804,False,611.94,621.95,4.64,15.8,12.0,16.34,961.63,False,,False,True,True,False,False,0.73,False,False,False,False,638.55,659.56,3.0,0.28,10.67,2777,1778251.88,WEAK,30.1
BAJFINANCE,1021.3,1.46,0.72,7672110.0,61.7,-1.6332,False,995.46,961.38,2.6,37.6,47.9,24.4,1095.76,False,Engulfing,False,True,True,True,False,0.0,False,False,False,False,1006.6,1051.94,3.0,1.44,2.08,340,347242.0,WEAK,29.3
