Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
TITAN,5090.0,3.02,4.01,912424.0,75.0,12.1896,False,4813.04,4599.16,5.75,50.9,86.4,97.65,5122.2,True,Engulfing,False,False,True,True,False,-0.18,False,False,False,False,4992.35,5236.48,2.88,1.92,1.5,51,259590.0,MODERATE,59.0
NAUKRI,1282.0,4.63,3.69,1570942.0,69.9,-2.0987,False,1206.69,1131.86,6.24,37.6,73.3,37.05,1427.72,False,,False,False,True,True,True,1.21,True,False,False,False,1256.36,1320.46,3.0,2.0,1.5,195,249990.0,WEAK,47.6
GRASIM,3380.5,1.73,5.25,489559.0,67.7,24.2192,False,3181.74,3118.34,6.25,20.3,74.7,76.57,3411.1,True,,False,False,True,True,False,0.03,False,False,False,False,3312.89,3481.91,3.0,2.0,1.5,73,246776.5,WEAK,47.5
VEDL,283.65,1.72,2.41,10967162.0,57.8,4.2131,False,272.08,302.43,4.25,24.6,75.0,7.58,795.0,False,,False,False,True,False,False,0.41,False,False,False,False,277.98,292.16,3.0,2.0,1.5,881,249895.64,WEAK,38.8
TATAPOWER,382.0,0.38,1.55,3281440.0,50.8,1.2331,False,380.13,386.22,0.49,12.4,89.7,6.18,462.04,False,,False,False,True,False,False,0.0,False,False,False,False,378.5,391.27,2.43,0.92,2.65,1428,545496.0,WEAK,32.3
APOLLOHOSP,8912.0,-0.37,1.67,247100.0,53.7,-14.9936,False,8888.27,8681.2,0.27,18.0,44.1,141.24,9050.0,True,,False,False,False,True,False,0.0,False,False,False,False,8865.5,9123.86,2.38,0.52,4.56,107,953584.0,WEAK,31.6
IRCTC,522.25,0.44,1.19,1038754.0,62.2,3.7121,False,507.23,512.33,2.96,20.8,55.6,9.27,729.66,False,,False,True,True,False,False,0.21,False,False,False,False,516.3,536.15,2.66,1.14,2.34,840,438690.0,WEAK,27.9
HEROMOTOCO,5860.0,2.36,1.1,897730.0,78.2,69.6552,False,5314.91,5113.56,10.26,42.8,58.6,137.46,6175.52,False,,False,True,True,True,True,0.7,False,False,True,False,5756.5,6035.8,3.0,1.77,1.7,48,281280.0,WEAK,22.0
TATASTEEL,190.24,1.43,1.63,20512056.0,52.3,0.8006,False,188.65,191.42,0.84,16.2,56.0,3.78,219.87,False,,False,True,True,False,False,0.01,False,False,False,False,187.55,195.92,2.99,1.41,2.11,1858,353465.93,WEAK,20.4
NMDC,85.48,0.66,1.24,17154255.0,52.2,0.3049,False,84.87,85.56,0.72,14.4,33.8,1.74,97.49,False,,False,True,True,True,False,0.05,False,False,False,False,84.71,88.04,2.99,0.9,3.32,6493,555021.66,WEAK,19.6
