Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
BHEL,435.4,4.18,3.62,15387248.0,66.3,3.1392,False,401.75,387.9,8.38,20.7,83.5,15.36,441.0,True,,False,False,True,True,True,1.5,False,False,False,False,426.69,448.46,3.0,2.0,1.5,574,249919.6,WEAK,51.8
SIEMENS,3657.6,2.4,4.42,312725.0,56.1,8.9925,True,3570.63,3587.64,2.44,26.4,33.4,105.37,3937.3,False,,False,True,True,True,True,0.76,False,False,False,False,3584.45,3767.33,3.0,2.0,1.5,68,248716.81,WEAK,40.1
BAJFINANCE,1037.6,1.6,1.2,7542515.0,65.3,-0.9449,False,999.47,964.37,3.81,37.8,77.4,24.17,1095.76,False,,False,False,True,True,False,0.26,False,False,False,False,1021.2,1068.73,3.0,1.58,1.9,304,315430.39,WEAK,37.0
TECHM,1510.3,0.77,1.33,2184133.0,62.5,12.7533,False,1441.59,1425.64,4.77,14.6,17.9,45.36,1807.04,False,,False,True,True,True,True,0.75,True,False,False,False,1504.2,1555.61,3.0,0.4,7.43,819,1236935.74,WEAK,33.0
FEDERALBNK,326.6,-0.29,2.19,4518296.0,56.8,-1.3961,False,325.13,313.39,0.45,34.6,43.7,6.27,336.5,True,,False,True,False,True,False,0.31,False,False,False,False,324.0,336.01,2.88,0.8,3.62,1923,628051.81,WEAK,31.9
DIVISLAB,7316.0,0.59,1.45,460913.0,74.9,63.7703,False,6880.72,6728.31,6.33,31.2,36.2,150.11,7390.0,True,,False,True,True,True,False,0.65,True,False,True,False,7274.0,7535.48,3.0,0.57,5.23,119,870604.0,WEAK,27.4
BPCL,312.0,0.78,1.13,6995622.0,55.2,-0.0993,False,307.46,306.21,1.48,12.2,21.4,7.7,391.65,False,,False,True,True,True,False,0.79,True,False,False,False,310.3,321.36,3.0,0.54,5.51,2941,917592.0,WEAK,25.8
ULTRACEMCO,11771.0,-0.35,1.29,202194.0,57.8,27.9693,False,11537.44,11501.92,2.02,10.6,38.2,210.84,13110.0,False,,False,True,False,True,False,0.41,False,False,False,False,11706.0,12087.26,2.69,0.55,4.87,76,894596.0,WEAK,24.8
IOC,141.8,1.11,1.39,15873753.0,52.3,-0.0886,False,140.54,141.77,0.9,10.8,60.7,3.21,186.61,False,,False,False,True,False,False,0.19,True,False,False,False,139.34,146.05,3.0,1.73,1.73,2032,288137.61,WEAK,22.8
ADANIPORTS,1826.4,-0.15,1.27,1531698.0,52.6,-3.8072,False,1820.46,1775.62,0.33,12.5,21.1,37.96,1891.1,True,,False,True,False,True,False,-0.03,False,False,False,False,1817.5,1881.19,3.0,0.49,6.16,561,1024610.41,WEAK,20.6
