Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Stop_Loss,Target,Target%,SL%,RR_Ratio,Conviction,BTST_Score
NTPC,405.4,2.32,1.23,13312162.0,69.7,2.7768,384.86,374.51,5.34,17.9,86.8,9.9,407.25,True,,False,False,True,True,False,0.45,True,False,False,397.29,417.56,3.0,2.0,1.5,MODERATE,59.2
ULTRACEMCO,12193.0,1.28,0.96,325196.0,62.1,157.7479,11591.89,11710.7,5.19,27.6,86.9,317.93,13110.0,False,,False,False,True,True,False,-0.22,True,False,False,12001.0,12558.79,3.0,1.57,1.91,MODERATE,56.0
ONGC,283.65,0.19,0.39,18812846.0,56.4,-0.6888,281.56,273.05,0.74,30.9,42.9,6.54,293.0,True,Engulfing,False,False,True,True,False,0.0,True,False,False,282.6,292.16,3.0,0.37,8.1,WEAK,51.8
NESTLEIND,1395.8,1.15,3.49,2213672.0,77.1,21.6516,1264.01,1254.68,10.43,31.7,25.0,34.95,1425.2,True,,False,True,True,True,True,0.8,True,False,False,1386.0,1437.67,3.0,0.7,4.27,WEAK,50.9
IGL,169.08,1.12,0.48,5673025.0,63.7,2.3111,160.62,163.0,5.27,22.7,88.4,5.26,223.11,False,Morning Star,False,False,True,False,False,0.0,True,False,False,166.25,174.15,3.0,1.67,1.79,WEAK,50.9
POWERGRID,319.75,0.13,0.5,14309288.0,71.6,2.2442,306.21,296.99,4.42,22.9,62.5,7.68,323.05,True,,False,False,True,True,False,0.13,True,False,False,316.0,329.34,3.0,1.17,2.56,WEAK,50.2
BANDHANBNK,176.52,0.22,0.94,8960020.0,62.0,2.5516,166.98,164.09,5.71,21.3,89.2,6.63,190.74,False,Hammer,False,False,True,True,False,-0.64,False,False,False,172.99,181.82,3.0,2.0,1.5,WEAK,50.2
TATASTEEL,213.03,0.48,0.73,28306383.0,65.6,1.5114,204.5,199.29,4.17,16.7,77.1,5.41,216.45,True,,False,False,True,True,False,-0.48,True,False,False,210.51,219.42,3.0,1.18,2.54,WEAK,49.6
MARICO,772.5,1.31,0.79,1927567.0,57.2,2.8625,756.52,757.0,2.11,12.8,77.8,17.22,813.5,False,,False,False,True,True,False,0.2,True,False,False,758.45,795.68,3.0,1.82,1.65,WEAK,49.6
PIDILITIND,1419.0,0.8,0.54,1156366.0,59.3,15.8052,1362.29,1387.94,4.16,18.2,80.7,40.43,1574.95,False,,False,False,True,True,False,-0.82,True,False,False,1394.7,1461.57,3.0,1.71,1.75,WEAK,49.6
SHREECEM,25735.0,0.76,0.24,46921.0,62.3,300.4258,24622.05,24953.13,4.52,24.3,81.2,642.16,32398.19,False,,False,False,True,True,False,0.2,True,False,False,25455.0,26507.05,3.0,1.09,2.76,WEAK,49.6
AMBUJACEM,460.9,1.02,0.47,3172809.0,55.5,6.4711,446.08,464.76,3.32,26.0,78.3,14.45,624.95,False,Morning Star,False,False,True,False,False,-0.6,True,False,False,451.68,474.73,3.0,2.0,1.5,WEAK,49.3
FEDERALBNK,296.45,0.24,0.78,8288015.0,63.1,2.6342,283.59,278.67,4.54,23.9,42.0,8.33,302.0,True,Engulfing,False,False,True,True,False,0.0,False,False,False,295.0,305.34,3.0,0.49,6.13,WEAK,49.0
BERGEPAINT,478.25,-0.49,0.49,331452.0,66.1,6.5335,452.61,454.65,5.66,34.8,84.8,15.04,600.97,False,,False,False,True,True,False,-0.54,False,False,False,470.7,492.6,3.0,1.58,1.9,WEAK,46.4
PETRONET,279.55,0.64,0.29,4170449.0,56.0,3.3121,270.5,276.05,3.35,15.4,78.3,9.48,326.4,False,,False,False,True,True,False,-0.27,True,False,False,275.88,287.94,3.0,1.31,2.29,WEAK,46.4
HAVELLS,1348.7,1.5,5.44,885271.0,62.1,16.0309,1287.8,1313.13,4.73,16.0,31.6,43.51,1662.3,False,,False,True,True,True,True,0.54,True,False,False,1321.73,1389.16,3.0,2.0,1.5,WEAK,45.4
INDUSINDBK,870.1,1.6,0.99,2267031.0,57.6,10.8745,836.56,852.0,4.01,18.7,86.8,26.65,968.85,False,Engulfing,False,False,True,True,False,-0.63,False,False,False,852.7,896.2,3.0,2.0,1.5,WEAK,45.1
GODREJCP,1139.55,1.29,1.01,1731603.0,62.8,16.3309,1078.83,1100.16,5.63,24.3,73.3,31.69,1297.65,False,,False,False,True,True,False,-0.48,True,False,False,1116.9,1173.74,3.0,1.99,1.51,WEAK,43.8
DMART,4594.8,0.12,0.46,705024.0,69.3,21.5371,4342.07,4124.69,5.82,31.6,64.8,132.24,4949.5,False,,False,False,True,True,False,-0.0,False,False,False,4532.1,4732.64,3.0,1.36,2.2,WEAK,43.8
HINDALCO,1039.9,1.79,0.61,7381399.0,66.9,10.48,976.22,945.4,6.52,21.3,86.9,30.05,1048.7,True,Morning Star,False,False,True,True,True,0.82,True,False,True,1019.1,1071.1,3.0,2.0,1.5,WEAK,43.7
MGL,1147.25,0.91,0.36,403281.0,70.7,21.7985,1061.14,1061.99,8.12,28.2,90.0,37.86,1549.34,False,Engulfing,False,False,True,True,False,0.0,True,False,True,1124.31,1181.67,3.0,2.0,1.5,WEAK,43.2
APOLLOHOSP,7662.0,-1.06,1.63,372900.0,56.1,31.9296,7549.53,7483.59,1.49,11.8,25.2,171.31,8088.76,False,,False,True,False,True,False,-0.54,True,False,False,7615.0,7891.86,3.0,0.61,4.89,WEAK,42.7
UNIONBANK,194.05,1.4,1.51,14300406.0,61.3,1.8095,184.45,180.75,5.2,16.6,54.2,6.93,205.49,False,,False,True,True,True,False,0.0,False,False,False,190.4,199.87,3.0,1.88,1.59,WEAK,42.7
JSWSTEEL,1263.4,-1.27,1.22,2353850.0,62.0,13.8073,1209.79,1197.25,4.43,21.0,17.7,34.17,1296.4,True,,False,True,False,True,False,0.27,True,False,False,1258.4,1301.3,3.0,0.4,7.58,WEAK,42.7
GRASIM,2776.6,-0.04,1.25,739456.0,57.5,19.033,2709.72,2726.61,2.47,18.4,38.6,69.86,2979.0,False,,False,True,True,True,False,-0.12,True,False,False,2755.6,2859.9,3.0,0.76,3.97,WEAK,42.7
DABUR,460.0,1.77,0.91,2628532.0,58.4,6.717,439.86,458.7,4.58,25.5,64.9,13.42,573.97,False,,False,False,True,False,False,0.0,True,False,False,450.8,473.8,3.0,2.0,1.5,WEAK,41.9
BEL,448.7,-0.62,0.84,13701893.0,55.8,2.9535,441.28,435.21,1.68,13.1,55.9,11.79,473.45,False,,False,False,True,True,False,-0.16,True,False,False,444.7,462.16,3.0,0.89,3.36,WEAK,40.6
SIEMENS,3844.3,3.29,1.25,703710.0,75.7,73.0205,3408.92,3272.71,12.77,28.6,77.2,129.23,3885.0,True,Engulfing,False,False,True,True,False,-0.34,True,False,True,3767.41,3959.63,3.0,2.0,1.5,WEAK,40.5
VEDL,757.0,-1.28,0.84,17009823.0,62.0,5.5205,730.94,696.35,3.56,26.3,8.2,23.83,795.0,True,,False,True,False,True,False,0.38,True,False,False,755.5,779.71,3.0,0.2,15.14,WEAK,40.0
TMCV,447.8,1.19,0.57,13237022.0,55.3,5.0532,432.8,434.34,3.47,18.8,77.4,18.83,509.0,False,,False,False,True,True,False,-0.11,False,False,False,440.6,461.23,3.0,1.61,1.87,WEAK,40.0
GAIL,166.12,3.33,1.13,13087518.0,69.7,2.464,153.55,154.47,8.18,24.6,88.9,4.67,195.53,False,,False,False,True,True,False,0.08,True,False,True,162.8,171.1,3.0,2.0,1.5,WEAK,39.2
DIVISLAB,6285.5,-0.01,0.85,265529.0,60.2,47.4439,6133.81,6158.65,2.47,17.9,49.0,140.91,7039.45,False,,False,False,True,True,False,0.0,True,False,False,6249.0,6474.07,3.0,0.58,5.17,WEAK,37.4
AXISBANK,1379.6,0.14,0.56,7114967.0,65.0,14.8593,1313.2,1297.54,5.06,23.1,54.4,35.52,1418.3,True,,False,True,True,True,False,-0.56,False,False,False,1366.0,1420.99,3.0,0.99,3.04,WEAK,37.3
NMDC,88.59,0.14,0.67,27319592.0,67.8,0.777,84.25,81.6,5.15,17.5,28.4,2.59,90.17,True,,False,True,True,True,False,-0.05,True,False,False,88.05,91.25,3.0,0.61,4.93,WEAK,37.3
NHPC,82.63,0.0,0.73,20488792.0,68.6,0.6905,78.97,77.49,4.64,19.8,42.4,2.24,90.16,False,,False,True,True,True,False,0.21,True,False,False,81.99,85.11,3.0,0.77,3.88,WEAK,37.3
TITAN,4454.6,-0.56,0.38,1553878.0,58.7,21.9142,4344.85,4231.77,2.53,20.6,20.1,116.23,4554.0,True,,False,True,True,True,False,-0.4,False,False,False,4445.2,4588.24,3.0,0.21,14.22,WEAK,37.3
PGHH,10429.5,0.87,0.71,18874.0,59.1,146.7373,10010.37,10521.27,4.19,37.2,63.7,300.67,14273.41,False,,False,False,True,False,False,0.1,True,False,False,10220.91,10742.39,3.0,2.0,1.5,WEAK,37.1
ASIANPAINT,2562.9,0.76,0.62,1829082.0,70.8,41.1142,2368.62,2376.19,8.2,31.5,87.4,69.8,2985.7,False,,False,False,True,True,False,-1.71,True,False,True,2511.64,2639.79,3.0,2.0,1.5,WEAK,37.0
IDFCFIRSTB,68.38,0.65,0.73,21976262.0,55.7,1.1096,66.04,69.25,3.54,27.7,79.6,2.03,87.0,False,,False,False,True,False,False,0.0,False,False,False,67.6,70.43,3.0,1.14,2.63,WEAK,36.5
