Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
BMY,67.92,0.95,0.89,8866700.0,65.3,0.0871,False,64.94,62.15,4.59,44.3,92.0,1.73,68.64,True,Engulfing,False,False,True,True,False,-1.28,True,True,False,False,66.56,69.96,3.0,2.0,1.5,73,4958.16,GOOD,71.1
V,384.14,0.45,0.92,7401080.0,70.6,1.2376,False,366.64,355.64,4.77,20.9,98.5,7.09,384.2,True,,False,False,True,True,False,-0.31,True,True,False,False,380.27,394.78,2.77,1.01,2.75,25,9603.5,MODERATE,59.3
VZ,50.25,0.2,1.4,15219630.0,71.0,0.185,False,47.99,46.61,4.7,20.0,85.2,1.0,50.33,True,,False,False,False,True,False,-0.3,True,True,False,False,49.79,51.75,2.99,0.92,3.26,217,10904.25,MODERATE,58.7
JNJ,273.14,0.53,0.79,5960700.0,65.5,0.9386,False,263.3,255.19,3.74,23.3,81.8,5.65,275.11,True,,False,False,True,True,False,-0.26,True,True,False,False,270.18,281.33,3.0,1.08,2.77,33,9013.62,MODERATE,58.7
GS,1058.88,2.18,1.3,1917320.0,54.2,1.4451,True,1039.86,1035.39,1.83,9.9,80.9,28.63,1153.99,False,,False,False,True,True,True,1.32,True,True,False,False,1039.29,1090.65,3.0,1.85,1.62,5,5294.4,MODERATE,57.2
ABBV,265.79,0.48,0.79,4629560.0,64.8,1.3351,False,256.06,247.41,3.8,26.4,71.1,5.85,267.47,True,,False,False,True,True,False,-0.01,True,True,False,False,263.03,273.76,3.0,1.04,2.89,36,9568.44,MODERATE,56.0
MA,599.37,-0.08,1.21,2793120.0,72.9,1.5622,False,570.67,549.15,5.03,36.6,68.4,11.06,601.23,True,,False,False,False,True,False,-0.5,True,True,False,False,595.35,615.95,2.77,0.67,4.12,24,14384.88,MODERATE,56.0
UPS,105.14,2.36,1.73,4212190.0,51.5,0.2104,True,104.1,105.09,1.0,22.4,66.9,2.35,116.86,False,Morning Star,False,False,True,True,False,0.35,False,True,False,False,103.06,108.29,3.0,1.98,1.51,48,5046.72,MODERATE,55.9
ECL,289.54,0.89,1.14,1554770.0,62.7,0.4679,False,281.09,276.39,3.01,20.7,86.0,5.83,307.6,False,,False,False,True,True,False,0.0,False,True,False,False,285.0,298.23,3.0,1.57,1.91,22,6369.88,MODERATE,55.4
SNPS,408.79,3.62,2.35,1262430.0,51.1,1.0087,False,404.62,417.91,1.03,10.8,86.4,12.53,615.79,False,Morning Star,False,False,True,False,False,0.46,True,True,False,False,400.61,421.05,3.0,2.0,1.5,12,4905.48,WEAK,53.4
T,25.77,0.31,0.92,31298790.0,71.5,0.0997,False,24.48,23.78,5.29,33.5,77.3,0.56,28.75,False,,False,False,False,True,False,-0.43,True,True,False,False,25.43,26.54,2.99,1.32,2.26,294,7576.38,WEAK,52.1
REGN,833.56,0.61,0.75,677540.0,74.6,0.2776,False,788.22,736.08,5.75,52.8,61.3,19.44,847.0,True,,False,False,True,True,False,0.09,True,True,False,False,823.44,858.57,3.0,1.21,2.47,9,7502.04,WEAK,51.6
MSFT,491.71,0.9,0.87,22475560.0,66.2,-3.1882,False,472.95,443.53,3.97,34.2,91.0,11.77,549.2,False,,False,False,True,True,False,-0.38,True,True,False,False,484.3,506.46,3.0,1.51,1.99,13,6392.23,WEAK,51.0
PM,193.92,1.28,0.58,4680040.0,57.5,0.2159,True,189.35,186.28,2.42,17.8,94.2,4.78,207.76,False,,False,False,True,True,False,-0.31,False,True,False,False,190.04,199.74,3.0,2.0,1.5,25,4848.0,WEAK,51.0
BLK,1176.64,0.34,1.02,476860.0,64.2,-1.1184,False,1138.11,1096.08,3.39,31.3,76.2,22.97,1200.54,True,,False,False,True,True,False,-0.14,True,True,False,False,1163.36,1211.1,2.93,1.13,2.59,7,8236.48,WEAK,50.3
SOFI,19.0,4.17,0.87,45918240.0,57.6,0.072,False,18.09,17.76,5.03,15.4,97.9,0.86,32.73,False,,False,False,True,True,False,0.49,True,True,False,False,18.62,19.57,3.0,2.0,1.5,263,4997.0,WEAK,49.5
FCX,79.91,2.71,1.11,14224520.0,73.0,1.16,False,69.79,66.45,14.49,20.6,98.7,3.0,79.95,True,Marubozu,True,False,True,True,False,-0.86,False,True,True,False,78.31,82.31,3.0,2.0,1.5,62,4954.42,WEAK,49.3
EQIX,1073.44,1.73,0.82,530090.0,54.7,0.868,False,1059.95,1050.07,1.27,11.9,77.1,32.83,1118.65,True,Engulfing,False,False,True,True,False,-0.08,True,True,False,False,1051.97,1105.64,3.0,2.0,1.5,4,4293.76,WEAK,48.0
UNP,309.59,-0.09,0.89,2464370.0,68.0,0.9955,False,299.2,289.74,3.47,25.2,62.3,6.15,315.99,True,,False,False,False,True,False,-0.61,False,True,False,False,306.81,318.81,2.98,0.9,3.32,35,10835.65,WEAK,46.2
GILD,148.77,1.38,0.85,5465440.0,70.0,1.2004,False,139.57,135.24,6.59,34.7,94.9,3.89,155.38,True,,False,False,True,True,False,-0.1,True,True,True,False,145.79,153.23,3.0,2.0,1.5,33,4909.41,WEAK,46.1
PGR,222.09,-0.82,0.44,2790140.0,58.7,1.4923,False,215.1,213.14,3.25,17.5,79.5,5.29,239.38,False,,False,False,False,True,False,-0.71,True,True,False,False,220.19,228.75,3.0,0.86,3.51,52,11548.68,WEAK,45.6
SMCI,38.46,9.35,0.67,71691260.0,62.1,0.2584,False,34.54,32.54,11.35,25.2,94.6,2.58,58.78,False,,False,False,True,True,True,2.73,True,True,True,False,37.69,39.61,2.99,2.0,1.49,129,4961.34,WEAK,45.2
HOOD,112.09,8.17,1.2,20432280.0,63.5,2.0036,False,98.78,97.0,13.48,18.1,96.3,6.36,153.86,False,Marubozu,True,False,True,True,False,-0.41,True,True,True,False,109.85,115.45,3.0,2.0,1.5,44,4931.96,WEAK,44.7
VRTX,552.85,0.96,0.7,1105650.0,68.3,3.9615,False,519.98,497.06,6.32,34.0,76.2,15.21,555.69,True,Engulfing,False,False,True,True,False,-0.38,True,True,True,False,543.75,569.44,3.0,1.65,1.82,10,5528.5,WEAK,43.9
ADP,282.78,-0.08,1.01,2236700.0,66.7,-0.0014,False,271.33,256.18,4.22,38.8,84.6,6.9,297.05,True,,False,False,False,True,False,-1.04,False,True,False,False,279.31,291.26,3.0,1.23,2.44,28,7917.84,WEAK,43.8
NFLX,82.23,2.77,1.02,28716110.0,67.3,0.7467,False,77.07,77.07,6.69,22.5,92.5,2.35,126.71,False,Morning Star,False,False,True,True,False,-0.45,True,True,True,False,80.59,84.7,3.0,1.99,1.51,60,4933.8,WEAK,43.8
VTR,93.83,0.39,0.93,3133590.0,55.3,0.1682,False,92.4,91.21,1.54,19.5,63.7,2.14,101.6,False,,False,False,True,True,False,0.11,True,True,False,False,92.83,96.64,2.99,1.07,2.81,99,9289.17,WEAK,43.0
WELL,241.15,0.47,0.65,2735130.0,59.5,0.4032,False,236.37,231.42,2.02,15.9,68.1,4.83,254.24,False,,False,False,True,True,False,0.32,True,True,False,False,238.67,248.38,3.0,1.03,2.92,40,9646.0,WEAK,43.0
AMT,178.57,0.1,0.79,1782100.0,60.1,0.7584,False,173.67,173.31,2.82,12.6,77.8,4.21,201.32,False,,False,False,False,True,False,-0.3,True,True,False,False,177.06,183.93,3.0,0.85,3.55,66,11785.62,WEAK,42.3
KO,91.64,-0.38,0.89,13386320.0,70.8,0.3255,False,88.27,85.37,3.82,29.7,43.6,1.54,92.49,True,,False,False,False,True,False,-0.46,False,True,False,False,91.3,93.95,2.52,0.37,6.79,294,26942.16,WEAK,41.8
COP,131.84,-1.13,0.87,6920130.0,66.5,0.8173,False,125.64,120.02,4.93,28.8,60.7,3.21,135.88,True,,False,False,False,True,False,-1.69,False,True,False,False,130.17,135.8,3.0,1.27,2.37,59,7778.56,WEAK,41.8
CMCSA,27.1,0.3,1.08,20898030.0,67.8,0.1327,False,25.71,24.97,5.43,29.9,62.1,0.7,32.05,False,,False,False,False,True,False,-0.44,True,True,False,False,26.69,27.91,2.99,1.51,1.98,243,6585.3,WEAK,41.8
DIS,111.25,0.58,0.86,7807770.0,71.0,0.7452,False,104.51,101.81,6.44,27.8,81.0,2.35,118.07,False,,False,False,True,True,False,-0.1,True,True,True,False,109.76,114.59,3.0,1.34,2.24,67,7453.75,WEAK,41.1
TMO,628.15,-0.09,0.91,1684290.0,73.8,1.4755,False,595.97,560.12,5.4,35.7,34.9,16.85,647.0,True,,False,True,False,True,False,0.36,True,True,False,False,618.03,646.99,3.0,1.61,1.86,9,5653.35,WEAK,41.1
PLD,143.33,-0.02,1.03,2868610.0,53.7,0.3099,False,141.98,142.2,0.95,11.0,86.6,2.43,153.35,False,,False,False,False,True,False,0.09,True,True,False,False,141.97,146.97,2.54,0.95,2.68,73,10463.09,WEAK,40.7
