Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Stop_Loss,Target,Target%,SL%,RR_Ratio,Conviction,BTST_Score
ONGC,301.3,5.39,3.79,13589949.0,72.7,0.4204,284.39,275.52,5.94,33.0,93.3,6.86,302.4,True,Morning Star,False,False,True,True,False,0.12,True,False,False,295.27,310.34,3.0,2.0,1.5,HIGH,97.9
COALINDIA,467.0,3.2,2.57,10413416.0,62.9,1.6993,448.45,441.13,4.14,17.7,61.0,11.97,476.0,True,,False,False,True,True,True,0.82,True,False,False,457.66,481.01,3.0,2.0,1.5,GOOD,72.5
RELIANCE,1388.9,1.69,2.14,19138446.0,55.2,5.8724,1358.51,1382.14,2.24,19.0,83.5,31.92,1611.8,False,,False,False,True,False,False,-0.57,True,False,False,1361.12,1430.57,3.0,2.0,1.5,MODERATE,62.2
SUNPHARMA,1747.3,0.8,2.65,6265276.0,55.9,5.6071,1702.75,1717.37,2.62,21.7,66.5,49.8,1843.0,False,,False,False,True,True,False,-0.55,False,False,False,1714.3,1799.72,3.0,1.89,1.59,MODERATE,61.5
IGL,166.45,0.95,1.14,5148253.0,58.4,0.9303,162.2,163.35,2.62,20.5,60.7,5.12,223.11,False,Engulfing,False,False,True,False,False,-0.05,True,False,False,163.9,171.44,3.0,1.53,1.96,MODERATE,57.8
NHPC,85.38,2.58,1.5,19311756.0,70.6,0.4449,80.25,78.27,6.39,21.5,91.0,2.27,90.16,False,,False,False,True,True,False,-0.02,True,False,True,83.67,87.94,3.0,2.0,1.5,MODERATE,55.9
GRASIM,2783.0,0.17,1.85,842493.0,57.5,11.2928,2726.69,2731.51,2.07,16.8,14.4,67.23,2979.0,False,,False,True,True,True,False,0.06,True,False,False,2772.0,2866.49,3.0,0.4,7.59,MODERATE,55.4
HINDALCO,1074.3,1.18,1.39,5597368.0,72.0,7.9303,1003.15,961.9,7.09,25.8,78.0,27.94,1079.7,True,,False,False,True,True,False,-0.17,True,False,True,1055.15,1106.53,3.0,1.78,1.68,WEAK,52.8
TATASTEEL,215.05,0.83,1.43,24426270.0,65.8,0.7166,207.15,201.23,3.81,17.3,47.2,5.16,218.24,True,,False,True,True,True,False,-0.03,True,False,False,212.2,221.5,3.0,1.33,2.26,WEAK,52.2
BHARTIARTL,1843.8,1.3,1.2,8826336.0,49.6,2.1243,1839.51,1875.01,0.23,31.6,79.2,38.06,2174.5,False,Morning Star,False,False,True,False,False,0.32,False,False,False,1812.6,1899.11,3.0,1.69,1.77,WEAK,45.6
VEDL,739.3,-0.43,2.17,17503076.0,54.6,-2.8619,732.28,702.03,0.96,22.5,36.2,24.73,795.0,False,,False,True,False,True,False,0.61,True,False,False,728.7,761.48,3.0,1.43,2.09,WEAK,44.1
ADANIENT,2412.4,3.9,1.83,2395759.0,76.5,34.8853,2167.62,2113.28,11.29,38.9,92.3,78.74,2695.0,False,,False,False,True,True,False,0.0,False,False,True,2364.15,2484.77,3.0,2.0,1.5,WEAK,43.0
NESTLEIND,1440.0,1.6,1.24,3227184.0,80.0,22.1931,1316.57,1279.53,9.37,40.4,88.4,34.21,1445.1,True,,False,False,True,True,False,0.04,False,False,True,1411.2,1483.2,3.0,2.0,1.5,WEAK,39.9
TATAPOWER,461.8,1.9,1.36,11885275.0,80.4,4.1775,421.29,401.93,9.62,24.1,71.6,12.05,464.9,True,,False,False,True,True,False,0.18,True,False,True,454.0,475.65,3.0,1.69,1.78,WEAK,37.9
