Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
DIVISLAB,8744.5,2.92,1.7,331273.0,73.5,-29.1966,False,8313.04,7739.5,5.19,61.9,100.0,164.69,8744.5,True,Marubozu,True,False,True,True,False,0.05,True,False,False,False,8579.81,8991.54,2.83,1.88,1.5,30,262335.0,MODERATE,62.7
KOTAKBANK,416.7,3.76,2.16,9345874.0,71.2,1.951,False,396.17,392.06,5.18,32.4,95.4,7.43,452.42,False,Marubozu,True,False,True,True,False,0.22,False,False,False,False,409.27,427.84,2.67,1.78,1.5,672,280022.41,MODERATE,61.6
JSWSTEEL,1341.0,1.57,1.12,1697712.0,65.8,4.3315,False,1292.66,1274.31,3.74,29.8,100.0,25.44,1341.0,True,,False,False,True,True,True,0.66,False,False,False,False,1315.56,1379.16,2.85,1.9,1.5,196,262836.0,MODERATE,55.3
HDFCAMC,2698.0,3.06,1.32,877496.0,63.8,20.5738,False,2579.4,2591.91,4.6,15.4,100.0,55.06,2903.74,False,Marubozu,True,False,True,True,False,-0.31,False,False,False,False,2644.04,2778.94,3.0,2.0,1.5,92,248216.0,WEAK,51.1
LICHSGFIN,524.4,3.64,2.77,2350048.0,60.1,3.688,False,504.15,515.61,4.02,22.5,88.0,10.8,586.43,False,,False,False,True,True,False,0.0,False,False,False,False,513.91,540.13,3.0,2.0,1.5,476,249614.41,WEAK,46.9
NMDC,88.21,2.64,1.26,20784959.0,63.5,0.3054,False,85.23,85.45,3.5,13.9,78.2,1.93,97.49,False,,False,False,True,True,False,0.07,False,False,False,False,86.45,90.86,3.0,2.0,1.51,2840,250516.4,WEAK,41.7
ADANIENT,3112.0,0.06,1.84,1110755.0,61.1,11.0057,False,3035.16,2997.52,2.53,18.3,26.6,65.92,3245.0,True,,False,True,False,True,False,0.41,False,False,False,False,3092.8,3205.36,3.0,0.62,4.86,260,809120.0,WEAK,35.9
ICICIPRULI,515.05,0.99,1.18,1075581.0,56.6,0.5879,False,507.44,507.27,1.5,14.8,29.1,11.65,704.36,False,Morning Star,False,True,True,False,False,0.13,False,False,False,False,510.65,530.5,3.0,0.85,3.51,1136,585096.79,WEAK,30.1
VEDL,286.5,4.18,2.11,11434887.0,60.0,2.0374,False,273.22,291.2,4.86,18.5,96.4,7.81,795.0,False,Morning Star,False,False,True,False,False,0.18,False,False,False,False,280.77,295.1,3.0,2.0,1.5,872,249828.0,WEAK,29.9
UNIONBANK,187.52,0.29,1.3,10782277.0,64.0,-0.1988,False,182.25,176.12,2.89,34.8,7.7,4.56,199.6,False,,False,True,False,True,False,0.53,False,False,False,False,187.12,193.15,3.0,0.21,14.07,12499,2343812.53,WEAK,28.0
CONCOR,517.0,0.19,1.39,1486064.0,55.2,-1.7357,False,513.44,501.43,0.69,22.3,23.7,11.69,561.44,False,,False,True,False,True,False,-0.07,False,False,False,False,514.75,532.51,3.0,0.44,6.89,2222,1148774.0,WEAK,25.8
HDFCLIFE,553.0,1.15,1.78,2144404.0,53.0,2.5835,False,546.91,557.94,1.11,18.3,27.1,10.17,800.15,False,,False,True,True,False,True,0.59,False,False,False,False,549.1,568.25,2.76,0.71,3.91,1282,708946.0,WEAK,25.7
SAIL,194.9,5.59,1.9,23508466.0,73.4,2.0937,False,175.46,173.83,11.08,16.6,88.7,6.42,209.7,False,,False,False,True,True,True,0.74,False,False,True,False,191.0,200.75,3.0,2.0,1.5,1282,249861.79,WEAK,23.4
TATASTEEL,188.01,0.57,1.41,22819784.0,52.4,0.2546,False,186.51,189.17,0.81,13.6,65.7,3.79,219.87,False,,False,False,True,False,False,-0.24,False,False,False,False,184.29,193.65,3.0,1.98,1.52,1344,252685.43,WEAK,22.4
PAYTM,1716.0,-0.12,1.13,4344509.0,76.5,7.3692,False,1552.86,1408.26,10.51,50.0,35.6,50.91,1732.3,True,,False,True,False,True,False,-0.29,False,False,True,False,1707.0,1767.48,3.0,0.52,5.72,555,952380.0,WEAK,20.5
