Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
EICHERMOT,7414.0,6.19,3.15,429674.0,61.8,5.8957,True,7083.18,7132.59,4.67,17.8,91.7,194.28,8230.0,False,,False,False,True,True,True,3.66,True,True,False,False,7265.72,7636.42,3.0,2.0,1.5,33,244662.0,HIGH,83.4
DRREDDY,1331.4,1.85,1.61,2895207.0,57.4,0.943,False,1305.39,1287.42,1.99,13.4,78.2,33.48,1375.9,True,,False,False,True,True,True,0.98,True,True,False,False,1304.77,1371.34,3.0,2.0,1.5,187,248971.8,GOOD,75.3
TORNTPHARM,4572.6,1.93,3.22,313273.0,66.7,15.6435,False,4379.62,4279.85,4.41,26.5,30.9,115.07,4712.9,True,Morning Star,False,True,True,True,True,0.86,True,True,False,False,4510.0,4709.78,3.0,1.37,2.19,79,361235.41,GOOD,70.7
BPCL,308.25,4.28,1.42,10213074.0,56.0,1.2095,False,297.65,306.91,3.56,11.9,84.8,9.59,391.65,False,,False,False,True,False,True,3.18,True,True,False,False,304.05,317.5,3.0,1.36,2.2,1190,366817.5,MODERATE,57.3
GAIL,168.67,4.91,3.33,10937190.0,63.4,-0.3698,False,161.08,159.33,4.71,18.4,74.6,4.85,195.53,False,,False,False,True,True,True,1.34,True,True,False,False,165.3,173.73,3.0,2.0,1.5,1483,250137.61,WEAK,54.6
SUNPHARMA,1840.6,-0.22,1.21,2523689.0,53.8,-2.9161,False,1834.54,1789.14,0.33,27.1,65.0,40.6,1916.6,True,,False,False,False,True,False,-0.25,True,True,False,False,1825.0,1895.82,3.0,0.85,3.54,320,588991.99,WEAK,47.1
CHOLAFIN,1591.0,3.33,1.41,1185541.0,53.7,-7.1936,False,1563.3,1570.94,1.77,15.6,82.5,48.91,1830.13,False,,False,False,True,True,True,1.7,False,True,False,False,1559.18,1638.73,3.0,2.0,1.5,157,249787.0,WEAK,44.9
UNIONBANK,168.87,5.07,1.98,9649136.0,51.9,0.6234,True,165.71,171.15,1.91,22.7,92.2,4.92,205.49,False,,False,False,True,False,True,0.8,True,True,False,False,165.49,173.94,3.0,2.0,1.5,1479,249758.72,WEAK,44.6
BANDHANBNK,196.97,1.21,1.36,8442555.0,58.3,-1.7631,False,192.71,182.98,2.21,23.2,40.4,6.24,212.66,False,,False,True,False,True,True,0.98,True,True,False,False,195.2,202.88,3.0,0.9,3.34,2824,556243.28,WEAK,44.6
WIPRO,206.84,1.84,3.56,20211880.0,63.8,1.413,False,197.99,201.51,4.47,17.6,50.6,4.33,266.23,False,,False,True,True,False,False,1.92,True,True,False,False,204.06,213.05,3.0,1.34,2.23,1798,371898.31,WEAK,44.5
ADANIPOWER,233.38,6.41,2.0,36882754.0,69.4,-1.724,False,217.63,198.05,7.24,31.1,91.5,8.46,234.6,True,Morning Star,False,False,True,True,True,0.77,True,True,True,False,228.71,240.38,3.0,2.0,1.5,1070,249716.61,WEAK,42.3
FEDERALBNK,289.25,0.71,1.11,8380228.0,53.1,-0.3925,False,287.04,284.36,0.77,13.1,43.0,7.16,302.0,True,,False,True,False,True,True,0.63,True,True,False,False,286.8,297.93,3.0,0.85,3.54,2040,590070.0,WEAK,40.0
IDFCFIRSTB,69.46,0.84,1.4,19091595.0,55.4,-0.0626,False,68.46,69.0,1.46,12.3,46.2,1.63,87.0,False,,False,False,False,False,False,1.05,True,True,False,False,69.04,71.54,2.99,0.6,4.95,11904,826851.83,WEAK,35.9
HINDPETRO,403.35,3.52,1.15,8903613.0,61.0,1.83,False,380.4,382.22,6.03,17.1,11.1,14.02,508.45,False,,False,True,True,True,True,3.43,True,True,True,False,402.2,415.45,3.0,0.29,10.52,4347,1753362.48,WEAK,32.4
IOC,143.95,3.21,1.31,18654113.0,53.4,0.4305,True,140.74,145.13,2.28,12.2,37.2,4.04,186.61,False,,False,True,True,False,False,3.29,True,True,False,False,143.15,148.27,3.0,0.56,5.4,6250,899687.48,WEAK,30.6
