Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Stop_Loss,Target,Target%,SL%,RR_Ratio,Conviction,BTST_Score
DIVISLAB,6619.5,1.8,1.31,283489.0,70.4,46.2978,6311.93,6236.72,4.87,27.3,84.7,140.05,7039.45,False,,False,False,True,True,False,0.08,True,True,False,6487.11,6818.09,3.0,2.0,1.5,MODERATE,63.7
HAL,4559.5,5.09,3.78,750945.0,71.5,22.2385,4233.73,4139.13,7.69,26.3,88.8,115.24,5105.25,False,,False,False,True,True,False,0.4,True,True,False,4468.31,4696.28,3.0,2.0,1.5,MODERATE,63.7
EICHERMOT,7329.0,3.09,1.37,498160.0,56.0,24.833,7133.62,7173.34,2.74,12.6,93.0,204.49,8230.0,False,Engulfing,False,False,True,True,False,0.0,True,True,False,7182.42,7548.87,3.0,2.0,1.5,MODERATE,59.8
LUPIN,2348.8,1.89,1.36,961534.0,57.2,-0.5034,2315.07,2287.42,1.46,8.6,77.3,52.59,2381.0,True,,False,False,True,True,True,0.64,True,True,False,2304.1,2419.26,3.0,1.9,1.58,MODERATE,56.9
SIEMENS,3834.1,0.68,1.57,518148.0,69.0,14.9559,3617.43,3407.41,5.99,35.9,12.8,119.26,3930.0,True,,False,True,True,True,False,1.1,True,True,False,3820.0,3949.12,3.0,0.37,8.16,WEAK,54.7
CHOLAFIN,1639.5,4.9,2.94,1920288.0,61.1,10.233,1550.14,1565.32,5.76,15.9,88.7,57.67,1830.13,False,,False,False,True,True,False,0.12,False,True,False,1606.71,1688.68,3.0,2.0,1.5,WEAK,53.9
DLF,607.2,3.44,1.32,3087107.0,59.7,2.331,583.65,588.4,4.04,14.4,91.0,17.65,880.36,False,,False,False,True,False,True,0.99,True,True,False,595.06,625.42,3.0,2.0,1.5,WEAK,52.6
ULTRACEMCO,11758.0,1.48,1.19,386850.0,51.4,3.4697,11722.06,11749.23,0.31,21.2,80.8,317.43,13110.0,False,,False,False,True,False,True,0.73,True,True,False,11590.0,12110.74,3.0,1.43,2.1,WEAK,50.3
BAJAJ.AUTO,10132.0,1.38,1.94,371768.0,65.6,39.6547,9621.99,9502.5,5.3,18.7,15.8,264.63,10477.5,True,,False,True,True,True,False,2.5,True,True,False,10067.0,10435.96,3.0,0.64,4.68,WEAK,49.2
BHEL,377.05,6.99,4.97,21115789.0,81.6,4.998,320.97,293.11,17.47,42.5,51.5,14.31,399.0,False,,False,True,True,True,True,0.73,True,True,False,369.51,388.36,3.0,2.0,1.5,WEAK,46.4
IRCTC,555.25,2.91,1.39,1283819.0,54.3,1.3089,545.78,558.75,1.73,14.5,91.0,13.86,808.77,False,,False,False,True,False,True,0.92,False,True,False,544.14,571.91,3.0,2.0,1.5,WEAK,39.5
ADANIENT,2485.7,3.21,2.09,2883076.0,78.0,31.3587,2238.8,2150.32,11.03,41.6,79.1,82.92,2695.0,False,,False,False,True,True,False,-0.75,False,True,True,2435.99,2560.27,3.0,2.0,1.5,WEAK,37.7
ADANIPORTS,1742.6,5.15,2.06,3486369.0,78.2,17.7233,1569.27,1506.64,11.05,25.9,90.2,50.96,1748.6,True,,False,False,True,True,True,2.7,True,True,True,1707.75,1794.88,3.0,2.0,1.5,WEAK,34.0
BANDHANBNK,206.76,3.52,1.8,22285868.0,76.5,3.7704,178.61,170.09,15.76,24.2,48.1,8.28,212.66,True,,False,True,True,True,True,1.49,True,True,True,202.62,212.96,3.0,2.0,1.5,WEAK,32.5
MARUTI,13580.0,2.0,1.4,514788.0,55.4,56.4881,13251.98,13634.61,2.48,18.6,26.8,395.11,17370.0,False,,False,True,True,False,True,1.84,True,True,False,13435.0,13987.4,3.0,1.07,2.81,WEAK,32.2
