Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
JSWSTEEL,1327.0,2.57,2.41,1512925.0,64.0,1.7991,True,1284.12,1269.6,3.34,26.9,100.0,25.67,1335.0,True,Marubozu,True,False,True,True,False,0.33,False,False,False,False,1301.33,1365.5,2.9,1.93,1.5,194,257438.0,MODERATE,60.1
MUTHOOTFIN,3209.0,6.19,3.32,985575.0,67.7,31.4791,False,2964.15,3024.06,8.26,16.4,100.0,90.62,4114.71,False,Marubozu,True,False,True,True,True,1.13,False,False,False,False,3144.82,3305.27,3.0,2.0,1.5,77,247093.0,WEAK,53.3
SIEMENS,4114.0,4.95,3.46,380668.0,70.1,-1.8425,False,3896.36,3773.72,5.59,28.8,98.0,104.76,4118.2,True,Marubozu,True,False,True,True,False,0.0,False,False,False,False,4031.72,4237.42,3.0,2.0,1.5,60,246840.0,WEAK,52.9
DLF,689.0,1.61,1.71,2954794.0,63.8,1.9984,False,663.73,645.76,3.81,13.0,100.0,16.03,784.95,False,Marubozu,True,False,True,True,False,0.0,False,False,False,False,678.1,709.67,3.0,1.58,1.9,458,315562.0,WEAK,49.4
SAIL,179.65,3.57,3.01,15996097.0,61.2,0.7134,False,172.23,172.5,4.31,14.9,79.0,5.73,209.7,False,,False,False,True,True,True,0.77,False,False,False,False,176.06,185.04,3.0,2.0,1.5,1392,250072.79,WEAK,43.2
KOTAKBANK,401.45,-0.34,1.7,8788780.0,60.4,0.8896,False,393.22,390.62,2.09,28.6,43.9,6.95,452.42,False,,False,True,False,True,False,0.17,False,False,False,False,398.2,411.87,2.6,0.81,3.21,1538,617430.12,WEAK,33.0
NMDC,85.9,1.52,1.45,19808592.0,54.8,0.0558,True,84.81,85.31,1.29,14.0,68.1,1.9,97.49,False,,False,False,True,True,False,0.05,False,False,False,False,84.51,88.48,3.0,1.62,1.86,3597,308982.31,WEAK,29.1
DRREDDY,1190.0,1.3,1.22,1842816.0,48.6,4.3688,False,1187.51,1215.64,0.21,27.8,78.4,23.07,1405.98,False,,False,False,True,False,False,0.4,False,False,False,False,1168.6,1224.6,2.91,1.8,1.62,233,277270.0,WEAK,26.1
TATASTEEL,186.3,1.8,1.72,22013024.0,48.5,-0.1286,False,186.29,189.31,0.01,14.8,100.0,3.63,219.87,False,,False,False,True,False,True,0.63,False,False,False,False,183.06,191.75,2.93,1.74,1.68,1543,287460.9,WEAK,25.3
SBICARD,650.3,0.2,1.16,2198726.0,53.9,-1.6843,False,643.0,638.3,1.13,16.9,53.8,16.42,961.63,False,,False,True,True,False,False,-0.09,False,False,False,False,642.95,669.81,3.0,1.13,2.65,680,442203.99,WEAK,15.3
