Symbol,Close,Change%,Volume_Ratio,RSI,MACD_Hist,EMA20,EMA50,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Stop_Loss,Target,RR_Ratio,BTST_Score
M&M,3031.5,2.6,0.88,42.6,3.2538,3134.96,3306.39,27.4,30.7,109.8,3839.9,False,,True,False,True,4.24,True,3010.1,3196.2,7.7,42.0
ADANIGREEN,851.95,5.58,1.31,45.5,-0.5356,864.85,904.29,27.7,88.1,36.0,1177.55,False,,True,False,True,2.86,False,827.15,905.96,2.18,42.0
MARICO,744.5,1.16,1.51,45.1,-1.9973,753.51,757.23,22.8,31.5,16.52,813.5,False,,False,False,True,2.18,True,740.0,769.28,5.51,42.0
BEL,418.7,4.51,1.46,45.1,-4.046,427.12,428.91,22.8,34.5,14.37,473.45,False,Morning Star,True,False,True,3.58,True,412.65,440.26,3.56,42.0
COALINDIA,449.4,-0.23,1.06,53.0,-2.058,447.54,434.69,23.9,14.4,13.66,476.0,False,,False,True,False,3.01,False,446.8,469.89,7.88,40.5
LUPIN,2274.9,-1.69,2.0,47.4,-6.6278,2302.04,2253.64,12.2,15.8,52.41,2377.6,True,,False,True,False,1.39,False,2258.9,2353.51,4.91,38.0
ASIANPAINT,2225.8,2.8,1.1,45.2,9.5856,2247.97,2369.88,32.7,56.8,64.31,2985.7,False,,True,False,True,2.75,True,2198.4,2322.27,3.52,37.5
PIDILITIND,1307.0,1.71,1.21,39.2,-4.8232,1363.58,1411.57,25.4,45.6,41.53,1574.95,False,,True,False,True,2.56,True,1291.0,1369.29,3.89,37.0
BHEL,251.84,2.58,1.61,46.3,-0.5297,256.62,260.45,14.5,19.6,9.91,305.9,False,,True,False,True,3.67,True,250.5,266.71,11.1,37.0
ADANIPORTS,1385.4,5.55,1.31,47.6,-0.8009,1390.48,1432.48,18.2,64.7,49.61,1584.0,False,Morning Star,True,False,True,2.94,True,1348.7,1459.82,2.03,36.0
TITAN,4065.5,2.89,0.7,48.4,-10.8897,4074.18,4097.0,26.0,65.5,118.03,4378.4,False,,True,True,True,1.23,False,4000.0,4242.54,2.7,36.0
ICICIPRULI,513.35,0.75,1.56,21.0,-6.179,569.36,605.02,44.4,12.4,18.32,706.8,False,,False,False,True,1.44,False,510.75,540.83,10.57,35.0
PFC,397.7,4.8,1.04,48.6,-2.9062,401.69,395.38,16.8,81.5,16.64,431.53,False,,True,True,True,3.56,False,387.1,422.66,2.35,35.0
IRCTC,511.2,3.38,0.9,36.5,0.0923,535.02,574.86,31.7,22.8,17.34,808.77,False,,True,False,True,3.13,False,507.9,537.21,7.88,35.0
NAUKRI,985.25,1.81,0.78,41.7,10.5553,998.27,1082.04,32.3,62.0,35.85,1540.07,False,,True,False,True,1.78,False,965.25,1039.02,2.69,33.5
HDFCAMC,2340.5,5.6,1.45,42.7,-7.2078,2419.94,2526.92,27.3,69.6,89.62,2967.25,False,,True,False,True,3.1,False,2275.2,2474.93,2.06,33.0
HINDALCO,904.6,2.28,1.1,49.0,-3.1326,903.35,911.01,19.2,20.1,32.45,1029.8,False,,True,True,True,2.78,True,900.1,953.27,10.82,32.5
SHREECEM,23265.0,1.06,0.56,40.6,59.2329,24009.72,25139.34,38.5,43.0,675.96,32398.19,False,,False,False,True,2.04,True,23080.0,24278.95,5.48,32.5
FEDERALBNK,267.6,3.16,0.72,46.5,-0.2098,270.66,273.18,33.8,65.3,9.0,302.0,False,,True,True,True,2.72,False,262.9,281.1,2.87,31.0
TCS,2408.2,2.09,0.99,36.5,14.7601,2465.86,2661.58,40.5,13.9,66.24,3509.22,False,,True,False,True,2.97,False,2397.9,2507.56,9.65,30.5
ETERNAL,236.52,3.29,0.55,46.9,2.411,237.53,253.59,28.4,47.5,10.11,368.45,False,,True,False,True,1.85,False,233.22,251.69,4.6,30.5
INFY,1275.7,2.01,0.6,43.4,10.9978,1285.23,1370.33,27.5,18.5,38.99,1728.0,False,,True,False,True,3.15,False,1269.5,1334.18,9.43,30.5
WIPRO,191.18,1.89,0.62,38.8,0.9307,195.45,209.82,36.9,18.9,5.29,266.23,False,,True,False,True,2.06,False,190.41,199.12,10.31,30.5
PAYTM,997.1,3.97,0.82,42.5,1.4824,1039.62,1106.51,29.5,57.9,45.62,1381.8,False,,True,False,True,3.23,False,979.55,1065.53,3.9,30.5
IDFCFIRSTB,60.18,2.26,0.91,33.3,0.115,65.12,71.54,48.0,21.5,2.41,87.0,False,,True,False,True,3.38,False,59.9,63.79,12.89,30.5
PGHH,9748.0,4.56,0.56,36.4,-34.3294,10137.18,10935.77,67.5,64.8,330.69,14273.41,False,,True,False,True,1.82,True,9417.31,10244.04,1.5,30.0
NMDC,78.17,2.49,1.12,48.8,-0.1422,78.36,78.72,12.7,24.7,2.69,84.16,False,,True,True,True,3.0,True,77.74,82.2,9.37,30.0
HDFCLIFE,572.95,-2.99,2.8,23.8,-3.7368,633.52,675.47,46.9,10.6,18.35,820.75,False,,False,False,False,1.59,False,569.0,600.47,6.97,30.0
TECHM,1404.5,1.48,0.55,49.5,15.0449,1392.71,1451.56,24.1,34.2,45.11,1854.0,False,,False,False,True,2.07,False,1395.0,1472.17,7.12,28.0
CONCOR,444.55,4.53,0.52,42.8,-0.5364,454.76,476.76,31.3,56.9,15.24,641.23,False,,True,False,True,2.97,True,434.0,467.41,2.17,27.0
EICHERMOT,6825.5,3.64,1.16,43.1,-25.4452,7051.78,7241.46,30.3,53.4,235.85,8230.0,False,,True,False,True,3.06,True,6750.0,7179.28,4.69,27.0
JSWSTEEL,1140.4,1.59,0.92,44.6,-3.0852,1165.36,1183.6,31.7,24.1,35.79,1284.7,False,,True,False,True,1.73,True,1134.5,1194.08,9.1,27.0
NESTLEIND,1180.8,0.51,1.42,36.9,-1.1517,1213.4,1243.96,30.6,55.9,26.97,1334.8,False,,False,False,False,0.0,True,1167.1,1221.25,2.95,27.0
COLPAL,1819.7,1.73,0.96,31.8,-15.9763,1961.55,2053.17,39.1,27.1,54.2,2688.8,False,,True,False,True,1.86,True,1810.3,1901.0,8.65,27.0
TMPV,302.95,2.28,0.79,36.4,-1.4928,323.84,343.54,33.2,11.3,11.93,419.0,False,,True,False,True,4.66,True,302.05,320.84,19.88,27.0
UNIONBANK,171.64,4.53,0.7,44.7,-1.2313,177.59,177.34,22.1,74.7,7.53,205.49,False,,True,True,True,4.14,False,167.33,182.94,2.62,26.0
HCLTECH,1354.4,0.95,0.58,43.0,10.8546,1369.37,1442.21,34.2,10.7,42.77,1780.1,False,,False,False,True,4.33,False,1349.0,1418.56,11.88,25.5
ICICIBANK,1212.7,0.56,1.33,32.9,-3.995,1274.46,1322.49,32.6,11.2,29.37,1488.51,False,,False,False,True,1.84,False,1210.0,1256.76,16.32,25.0
INDUSINDBK,785.65,4.41,0.79,38.5,-5.8758,832.75,865.35,30.6,71.1,30.96,968.85,False,,True,False,True,1.79,False,765.95,832.09,2.36,23.0
BANDHANBNK,147.67,4.47,0.48,38.3,-3.1027,159.75,161.55,34.3,65.2,6.97,190.74,False,,True,False,True,2.26,False,144.43,158.13,3.23,23.0
TORNTPHARM,4111.3,-2.58,1.21,39.2,-30.4697,4260.76,4175.81,15.9,8.0,112.92,4482.9,False,,False,True,False,1.36,False,4092.0,4280.68,8.78,23.0
BRITANNIA,5474.0,0.94,0.64,35.1,-35.896,5710.06,5838.77,31.0,38.8,142.96,6336.0,False,,False,False,True,1.79,True,5433.5,5688.44,5.29,22.0
BAJAJ.AUTO,8895.5,1.3,1.15,42.1,-27.8565,9153.54,9334.26,28.6,8.5,265.14,10187.0,False,,False,False,True,2.41,True,8870.0,9293.21,15.6,22.0
DABUR,414.95,1.1,0.41,28.9,-2.8998,447.73,475.45,38.7,31.4,12.28,573.97,False,,False,False,True,2.33,True,412.2,433.36,6.69,22.0
ITC,291.7,1.39,0.63,36.2,-0.6412,301.36,316.48,35.9,22.5,6.73,427.21,False,,False,False,True,1.84,True,290.9,301.8,12.62,22.0
HINDUNILVR,2064.7,0.46,0.91,34.4,-2.6256,2148.25,2240.03,37.4,18.7,52.9,2728.55,False,,False,False,True,3.15,True,2052.0,2144.05,6.25,22.0
GRASIM,2592.8,1.37,0.4,42.6,-2.4665,2659.15,2732.08,32.2,45.0,75.67,2979.0,False,,False,False,True,1.73,True,2576.0,2706.31,6.76,22.0
DLF,509.75,1.12,1.18,33.4,-1.6198,549.05,593.48,34.8,15.7,19.68,880.36,False,,False,False,True,3.14,True,507.0,539.28,10.74,22.0
RECLTD,322.1,5.57,0.97,45.2,-0.9397,328.96,339.48,17.6,85.9,12.62,425.03,False,,True,False,True,4.82,False,312.35,341.03,1.94,22.0
TMCV,396.05,0.32,0.91,37.3,-4.2889,432.3,437.5,34.9,18.8,23.37,509.0,False,,False,False,True,4.99,True,391.0,431.11,6.94,22.0
GODREJCP,997.55,1.29,0.85,33.5,-2.5576,1056.54,1114.73,40.7,40.0,30.6,1297.65,False,,False,False,True,2.56,True,989.25,1043.46,5.53,22.0
BHARTIARTL,1781.9,-0.03,0.99,36.6,2.0609,1842.04,1909.63,45.0,13.2,44.6,2174.5,False,,False,False,False,1.6,False,1776.5,1848.8,12.39,20.5
NHPC,75.39,2.27,0.8,49.2,0.0449,75.57,76.04,15.3,55.6,2.1,90.16,False,,True,False,True,3.02,False,74.5,78.54,3.54,20.5
DIVISLAB,5906.5,-0.68,1.96,35.4,-26.2611,6100.94,6191.69,18.5,25.1,158.84,7039.45,False,,False,False,False,0.92,False,5834.0,6144.76,3.29,20.0
CANBK,127.3,3.12,1.11,37.5,-0.9492,136.52,142.33,25.2,31.3,5.32,162.89,False,,True,False,True,3.7,False,126.3,135.29,7.99,20.0
BANKBARODA,252.03,1.79,1.06,31.8,-3.4733,276.97,287.04,32.7,27.9,9.68,325.5,False,,True,False,True,2.18,False,250.4,266.56,8.91,20.0
ADANIENT,1842.5,4.76,0.83,38.4,-12.7368,1940.78,2050.23,36.6,58.5,72.7,2695.0,False,,True,False,True,3.76,False,1803.8,1951.56,2.82,20.0
AXISBANK,1193.1,2.74,0.74,40.4,-4.3797,1238.48,1274.08,27.0,54.8,36.11,1418.3,False,,True,False,True,1.18,False,1175.0,1247.27,2.99,20.0
SBIN,1017.8,3.92,0.98,38.8,-8.836,1067.69,1079.82,40.3,59.4,34.42,1234.7,False,,True,False,True,2.92,False,998.45,1069.43,2.67,20.0
PETRONET,257.88,3.8,1.04,41.6,-2.9877,269.99,280.7,28.2,47.8,12.14,326.4,False,,True,False,True,3.08,False,253.0,276.09,3.73,20.0
IGL,148.17,1.75,0.77,36.3,-0.4997,155.06,164.26,31.7,35.0,5.28,223.11,False,,True,False,True,1.63,False,147.0,156.09,6.77,20.0
MGL,943.6,1.71,0.84,33.6,-7.4133,1000.83,1056.62,27.2,51.3,39.84,1549.34,False,,True,False,True,1.06,False,931.6,1003.35,4.98,20.0
RELIANCE,1369.2,1.88,0.74,43.6,-2.6434,1391.96,1416.07,25.4,29.3,33.72,1611.8,False,,True,False,True,3.0,False,1362.9,1419.78,8.03,20.0
BAJFINANCE,817.3,1.96,1.09,36.6,-4.1268,876.44,923.91,30.9,9.2,33.35,1102.5,False,,True,False,True,3.9,False,814.8,867.32,20.01,20.0
GAIL,140.67,2.15,0.93,38.3,-0.5784,146.41,154.19,37.8,38.0,4.99,195.53,False,,True,False,True,2.68,False,139.41,148.15,5.94,20.0
CIPLA,1195.9,-2.31,1.37,27.3,-6.2224,1269.75,1324.38,43.6,3.0,29.75,1673.0,False,,False,False,False,2.52,False,1194.0,1240.52,23.48,20.0
SIEMENS,3017.0,2.79,0.64,43.5,-25.9185,3118.92,3145.17,16.1,36.1,119.19,3440.0,False,,True,False,True,2.56,True,2985.7,3195.79,5.71,17.0
ULTRACEMCO,10714.0,-0.29,0.97,38.7,-3.0443,11274.46,11770.08,46.9,15.1,357.26,13110.0,False,,False,False,False,0.53,True,10643.0,11249.89,7.55,17.0
KOTAKBANK,356.05,0.75,0.88,32.6,-0.834,376.9,396.21,39.9,11.6,10.19,459.85,False,,False,False,True,2.94,False,355.0,371.33,14.55,15.0
BPCL,281.25,0.09,0.98,27.5,-1.8565,307.77,332.45,41.9,9.7,12.5,391.65,False,,False,False,True,3.91,False,280.1,300.01,16.31,15.0
BAJAJFINSV,1647.0,0.93,0.88,30.8,-7.5834,1771.56,1876.19,40.5,12.2,49.59,2195.0,False,,False,False,True,2.89,False,1642.0,1721.38,14.88,15.0
HDFCBANK,742.25,1.46,1.05,30.0,-5.9986,807.49,864.56,45.8,18.8,24.91,1020.5,False,,False,False,True,1.57,False,739.1,779.62,11.86,15.0
CHOLAFIN,1373.6,1.4,0.91,32.2,-12.156,1499.78,1588.61,44.4,22.7,58.46,1830.13,False,,False,False,True,3.48,False,1363.0,1461.3,8.27,15.0
IOC,135.72,0.24,1.0,26.9,-1.5678,149.21,157.25,35.8,22.2,5.5,186.61,False,,False,False,True,3.4,False,134.5,143.96,6.75,15.0
NTPC,364.65,-1.62,1.11,42.5,-2.4131,374.98,366.79,15.8,15.6,9.64,394.5,False,,False,True,False,2.87,False,361.45,379.11,4.52,13.0
POWERGRID,292.8,-1.11,0.94,46.5,-1.4888,296.63,289.78,12.1,16.6,8.8,311.81,False,,False,True,False,3.01,False,290.2,306.0,5.08,13.0
HEROMOTOCO,5122.0,1.17,1.04,41.8,-22.9649,5310.15,5443.45,18.9,26.7,174.82,6266.36,False,,False,False,True,1.76,True,5077.5,5384.23,5.89,12.0
HAVELLS,1185.9,-0.39,0.68,30.4,-12.6248,1286.46,1336.39,22.9,19.9,43.17,1662.3,False,,False,False,False,2.3,True,1175.6,1250.65,6.29,12.0
DRREDDY,1209.6,-3.61,1.21,37.6,-8.6558,1275.63,1270.73,19.3,4.4,35.99,1371.0,False,,False,False,False,2.0,False,1206.1,1263.59,15.43,10.0
APOLLOHOSP,7305.5,-1.53,1.2,43.3,-28.2925,7476.99,7438.91,16.1,16.3,193.49,8088.76,False,,False,False,False,1.75,False,7250.5,7595.74,5.28,5.0
