Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Stop_Loss,Target,Target%,SL%,RR_Ratio,Conviction,BTST_Score
EICHERMOT,7424.0,3.87,1.23,573510.0,57.7,79.2225,7017.86,7178.39,5.79,26.7,95.1,247.73,8230.0,False,Marubozu,True,False,True,True,True,0.75,True,True,False,7275.52,7646.72,3.0,2.0,1.5,HIGH,132.6
ASIANPAINT,2360.7,4.01,3.1,973476.0,58.2,24.4484,2250.28,2343.53,4.91,27.4,85.2,70.5,2985.7,False,Engulfing,False,False,True,False,False,-0.08,True,True,False,2313.49,2431.52,3.0,2.0,1.5,HIGH,107.3
ADANIPORTS,1475.3,1.93,1.33,3036319.0,58.3,17.2741,1406.73,1430.42,4.87,16.3,93.0,51.2,1584.0,False,,False,False,True,True,False,-0.37,True,True,False,1445.79,1519.56,3.0,2.0,1.5,HIGH,102.9
LUPIN,2333.8,1.69,1.23,1027644.0,57.5,-3.2891,2300.58,2262.91,1.44,13.5,94.4,57.18,2377.6,True,Morning Star,False,False,True,True,False,0.28,True,True,False,2290.1,2403.81,3.0,1.87,1.6,HIGH,102.3
HEROMOTOCO,5466.5,3.45,1.37,626422.0,55.5,33.5982,5272.31,5393.83,3.68,17.8,90.5,184.28,6266.36,False,,False,False,True,True,False,0.25,True,True,False,5357.17,5630.49,3.0,2.0,1.5,HIGH,97.4
IGL,161.33,4.02,1.8,4985957.0,57.4,1.6292,154.23,161.79,4.6,28.2,83.0,5.47,223.11,False,,False,False,True,False,True,0.58,True,True,False,158.1,166.17,3.0,2.0,1.5,HIGH,95.7
MARICO,763.25,2.13,1.13,2060145.0,53.4,1.7492,753.68,756.51,1.27,17.5,95.1,18.44,813.5,False,,False,False,True,True,True,0.81,True,True,False,748.6,786.15,3.0,1.92,1.56,HIGH,94.6
CHOLAFIN,1581.2,3.14,1.15,2039970.0,56.6,24.2568,1493.59,1564.96,5.87,36.7,91.7,60.79,1830.13,False,,False,False,True,False,True,0.97,False,True,False,1549.58,1628.64,3.0,2.0,1.5,HIGH,94.1
SAIL,166.02,1.63,0.68,22325263.0,61.4,1.8107,156.78,154.1,5.89,18.2,81.2,6.67,169.0,True,,False,False,True,True,True,1.01,True,True,False,162.7,171.0,3.0,2.0,1.5,HIGH,94.1
ICICIBANK,1321.9,3.17,0.91,20043789.0,56.7,12.7793,1274.1,1311.29,3.75,27.4,94.1,34.94,1488.51,False,,False,False,True,False,True,0.6,True,True,False,1295.46,1361.56,3.0,2.0,1.5,HIGH,94.1
BERGEPAINT,454.0,4.37,1.37,457179.0,61.8,5.8319,429.73,448.22,5.65,40.9,86.5,14.43,600.97,False,Morning Star,False,False,True,False,False,-1.15,False,True,False,444.92,467.62,3.0,2.0,1.5,HIGH,93.0
TMCV,444.55,4.45,0.61,25968071.0,54.2,3.8321,425.3,432.63,4.53,29.7,89.3,23.45,509.0,False,,False,False,True,True,True,1.74,True,True,False,435.66,457.89,3.0,2.0,1.5,HIGH,91.3
TMPV,342.6,2.81,0.75,14229717.0,57.4,5.3757,323.98,339.08,5.75,27.8,86.4,12.05,419.0,False,,False,False,True,False,True,1.01,True,True,False,335.75,352.88,3.0,2.0,1.5,HIGH,90.8
LT,3959.9,1.63,0.52,5473162.0,57.8,67.4651,3749.33,3837.93,5.62,23.9,89.7,137.97,4440.0,False,,False,False,True,True,True,0.92,True,True,False,3915.6,4078.7,3.0,1.12,2.68,HIGH,90.8
BAJAJ.AUTO,9813.5,3.12,1.96,376317.0,62.0,107.0874,9220.66,9319.63,6.43,24.5,93.1,288.72,10187.0,True,,False,False,True,True,False,-1.23,True,True,True,9617.23,10107.91,3.0,2.0,1.5,HIGH,87.4
NESTLEIND,1249.3,1.68,0.92,1478104.0,57.3,8.9885,1217.71,1239.14,2.59,24.6,87.1,28.99,1334.8,False,,False,False,True,True,False,0.17,True,True,False,1229.1,1286.78,3.0,1.62,1.86,HIGH,85.2
UNIONBANK,189.03,2.35,0.4,32398258.0,58.0,1.7548,178.98,177.91,5.62,19.9,72.4,7.71,205.49,False,,False,False,True,True,True,1.74,True,True,False,186.56,194.7,3.0,1.31,2.3,HIGH,84.2
