Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
AEP,133.74,2.64,1.77,5891700.0,61.8,0.5885,False,129.24,129.39,3.48,12.4,91.8,2.56,138.43,True,,False,False,True,True,True,0.87,True,True,False,False,131.18,137.58,2.87,1.91,1.5,39,5215.86,MODERATE,57.9
ABBV,234.76,2.07,1.26,5836640.0,66.0,0.4197,True,221.82,216.92,5.83,17.6,86.3,6.08,239.13,True,,False,False,True,True,True,1.29,True,True,False,False,231.3,241.8,3.0,1.47,2.03,28,6573.28,WEAK,54.9
JNJ,239.08,3.37,1.32,8962970.0,59.4,0.1586,True,232.7,231.23,2.74,14.9,86.8,5.0,250.27,True,,False,False,True,True,True,1.88,True,True,False,False,234.35,246.25,3.0,1.98,1.52,21,5020.68,WEAK,54.9
KMI,32.54,0.9,1.12,10384750.0,56.5,0.0996,False,31.88,31.98,2.07,13.2,96.8,0.71,34.81,False,,False,False,True,True,False,-0.43,True,True,False,False,31.89,33.52,3.01,2.0,1.51,153,4978.62,WEAK,47.5
DIS,103.53,1.05,1.28,11320680.0,55.5,0.4205,False,101.75,102.18,1.75,13.0,77.2,2.26,123.85,False,Engulfing,False,False,True,True,False,-0.42,True,True,False,False,101.8,106.64,3.0,1.67,1.8,57,5901.21,WEAK,45.9
WEC,114.14,0.97,1.17,2316190.0,55.2,0.1961,False,112.76,112.71,1.23,12.5,58.6,2.08,118.6,True,,False,False,True,True,False,1.12,True,True,False,False,113.08,117.25,2.72,0.93,2.93,94,10729.16,WEAK,42.2
SRE,92.29,0.73,1.11,4760670.0,53.9,0.2638,False,91.23,91.87,1.16,15.8,87.0,1.81,101.04,False,,False,False,True,True,False,0.24,True,True,False,False,91.09,95.01,2.95,1.3,2.27,83,7660.07,WEAK,40.4
PEG,81.39,0.97,1.13,2876650.0,60.8,0.3449,False,79.22,79.13,2.74,16.3,74.6,1.56,88.34,False,,False,False,True,True,False,0.11,True,True,False,False,80.13,83.73,2.88,1.55,1.86,79,6429.81,WEAK,39.6
AXP,337.78,-0.09,1.15,3096250.0,65.7,2.6516,False,325.33,320.61,3.83,18.7,83.7,7.47,385.41,False,,False,False,True,True,False,-0.85,True,True,False,False,333.94,347.91,3.0,1.14,2.64,26,8782.28,WEAK,38.2
MAR,386.83,0.69,1.22,1655910.0,53.6,-1.4722,False,386.22,371.73,0.16,26.4,60.5,9.62,410.98,False,,False,False,True,True,False,0.07,False,True,False,False,381.43,398.43,3.0,1.4,2.15,18,6962.94,WEAK,31.6
SHW,322.9,1.89,1.17,2632640.0,57.6,2.2593,False,313.04,315.39,3.15,17.4,27.7,8.78,376.95,False,,False,True,True,True,True,1.61,False,True,False,False,320.23,332.59,3.0,0.83,3.63,37,11947.3,WEAK,31.4
V,328.48,0.58,1.35,8201330.0,54.9,0.4232,False,324.98,322.04,1.08,12.2,12.2,6.73,357.14,False,,False,True,True,True,False,0.68,True,True,False,False,328.09,338.33,3.0,0.12,25.26,256,84090.88,WEAK,30.3
PGR,215.69,4.01,1.55,3455560.0,70.7,1.4173,False,203.01,201.48,6.25,22.6,88.1,5.28,251.6,False,,False,False,True,True,True,2.0,True,True,True,False,211.38,222.16,3.0,2.0,1.5,23,4960.87,WEAK,26.4
