Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Stop_Loss,Target,Target%,SL%,RR_Ratio,Conviction,BTST_Score
DABUR,487.7,3.77,5.48,2164970.0,68.4,4.7605,453.78,458.4,7.47,26.7,86.9,12.22,573.97,False,,False,False,True,True,True,3.19,True,False,False,477.95,502.33,3.0,2.0,1.5,WEAK,46.2
APOLLOHOSP,8097.0,3.32,3.11,297124.0,69.3,25.3819,7720.77,7596.86,4.87,13.9,94.0,152.77,8115.0,True,,False,False,True,True,False,0.0,False,False,False,7944.23,8326.15,2.83,1.89,1.5,WEAK,41.2
ASIANPAINT,2599.9,2.74,1.96,1185406.0,69.6,5.8003,2455.24,2418.59,5.89,27.5,91.8,62.23,2985.7,False,,False,False,True,True,False,0.37,False,False,False,2547.9,2677.9,3.0,2.0,1.5,WEAK,41.2
BERGEPAINT,515.75,5.63,5.23,383062.0,75.0,3.171,469.55,462.06,9.84,26.4,81.7,15.47,600.97,False,,False,False,True,True,False,0.36,False,False,False,505.44,531.22,3.0,2.0,1.5,WEAK,38.7
TITAN,4509.0,4.68,4.11,1161940.0,60.4,-13.2169,4383.18,4296.66,2.87,12.7,75.5,119.1,4605.0,True,,False,False,True,True,False,0.15,False,False,False,4418.82,4644.27,3.0,2.0,1.5,WEAK,34.3
IDFCFIRSTB,71.27,1.25,1.58,13340621.0,61.0,0.3356,68.57,69.35,3.93,21.1,88.3,1.81,87.0,False,,False,False,True,False,False,0.0,False,False,False,69.91,73.41,3.0,1.91,1.57,WEAK,33.3
PIDILITIND,1476.0,1.77,5.7,964290.0,67.7,9.5936,1393.46,1393.58,5.92,17.1,13.3,35.32,1574.95,False,,False,True,True,True,False,3.67,False,False,False,1470.0,1520.28,3.0,0.41,7.38,WEAK,27.9
ICICIPRULI,567.25,0.77,1.16,1419766.0,60.0,6.4114,542.29,562.82,4.6,22.2,66.4,16.13,706.8,False,,False,False,True,False,True,0.54,False,False,False,557.85,584.27,3.0,1.66,1.81,WEAK,27.4
INDUSINDBK,950.75,0.4,1.33,1203225.0,68.6,8.5698,893.8,875.23,6.37,28.5,58.9,25.33,968.85,True,Engulfing,False,False,True,True,False,-0.1,False,False,True,940.5,979.27,3.0,1.08,2.78,WEAK,26.8
KOTAKBANK,380.8,0.37,1.18,13764186.0,52.7,0.7794,377.17,383.66,0.96,16.8,90.7,9.47,453.2,False,Hammer,False,False,True,False,False,-0.11,False,False,False,374.0,392.22,3.0,1.79,1.68,WEAK,25.7
BAJAJ.AUTO,10711.5,1.0,1.26,298504.0,73.8,97.399,9919.28,9656.53,7.99,26.3,70.0,260.23,10785.0,True,,False,False,True,True,False,0.19,False,False,True,10540.0,11032.85,3.0,1.6,1.87,WEAK,24.4
HEROMOTOCO,5322.0,-0.39,1.16,480310.0,56.3,32.5292,5182.2,5270.07,2.7,17.3,42.7,164.52,6266.36,False,,False,True,True,True,False,-0.04,False,False,False,5265.0,5481.66,3.0,1.07,2.8,WEAK,22.6
PFC,461.35,0.83,1.22,7216063.0,58.0,-2.5446,453.01,432.51,1.84,19.9,49.6,12.93,486.5,False,,False,True,True,True,False,0.1,False,False,False,455.55,475.19,3.0,1.26,2.39,WEAK,20.6
ADANIPORTS,1760.4,1.59,1.62,3085423.0,75.0,11.1957,1632.64,1546.6,7.83,29.5,50.9,48.21,1792.0,True,,False,True,True,True,False,0.44,False,False,True,1727.7,1813.21,3.0,1.86,1.61,WEAK,19.5
HAL,4788.1,0.13,2.15,779772.0,78.7,39.9033,4399.05,4229.82,8.84,32.3,53.3,111.18,5105.25,False,,False,True,True,True,False,0.25,False,False,True,4733.0,4931.74,3.0,1.15,2.61,WEAK,18.3
