Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
UNP,267.73,2.99,1.18,2608280.0,53.8,-0.7187,False,264.26,261.96,1.31,16.9,95.8,6.48,278.25,True,Marubozu,True,False,True,True,True,0.79,True,True,False,False,262.38,275.76,3.0,2.0,1.5,18,4819.14,MODERATE,58.6
FDX,329.44,3.98,1.11,2437910.0,54.4,-1.8063,False,324.86,316.01,1.41,12.4,99.6,10.37,344.08,True,Marubozu,True,False,True,True,True,0.7,True,True,False,False,322.85,339.32,3.0,2.0,1.5,15,4941.6,MODERATE,58.6
ABBV,243.14,3.51,1.61,6386990.0,71.6,1.4304,False,224.98,218.63,8.07,20.0,86.6,6.32,244.61,True,Engulfing,False,False,True,True,False,-0.52,True,True,True,False,238.28,250.43,3.0,2.0,1.5,20,4862.8,WEAK,49.6
LRCX,401.82,7.21,1.2,14014840.0,64.8,2.1575,False,356.61,317.22,12.68,26.8,82.7,24.11,409.75,True,,False,False,True,True,False,8.86,True,True,True,False,393.78,413.87,3.0,2.0,1.5,12,4821.84,WEAK,42.0
PANW,293.09,2.74,1.29,6944220.0,66.1,-1.5857,False,275.05,244.72,6.56,39.4,76.1,11.63,302.95,True,,False,False,True,True,True,1.31,True,True,True,False,287.23,301.88,3.0,2.0,1.5,17,4982.53,WEAK,40.0
SPG,225.49,1.5,1.1,2669060.0,71.6,1.0302,False,212.43,205.48,6.15,25.9,79.5,4.34,226.44,True,,False,False,True,True,False,-0.01,True,True,True,False,221.8,232.0,2.89,1.64,1.76,27,6088.23,WEAK,37.8
HD,345.0,0.62,1.26,5553230.0,64.9,2.4853,False,325.96,324.54,5.84,21.5,46.6,9.06,418.06,False,,False,True,True,True,False,-0.18,False,True,False,False,341.82,355.35,3.0,0.92,3.25,31,10695.0,WEAK,36.2
DLR,192.44,-0.3,1.37,3046450.0,55.3,1.2686,False,189.0,187.89,1.82,20.3,48.3,4.93,206.76,False,,False,True,False,True,False,1.06,True,True,False,False,189.53,198.21,3.0,1.51,1.98,34,6542.96,WEAK,35.3
CAT,1057.01,6.29,1.32,3522100.0,69.4,10.538,False,948.15,890.39,11.48,28.4,99.9,37.01,1057.07,True,,False,False,True,True,True,3.04,True,True,True,False,1035.87,1088.72,3.0,2.0,1.5,4,4228.04,WEAK,35.2
AXP,342.46,-0.03,1.1,3201680.0,68.8,2.281,False,328.44,322.29,4.27,21.2,13.3,7.82,385.41,False,,False,True,False,True,False,0.71,False,True,False,False,340.92,352.73,3.0,0.45,6.67,64,21917.44,WEAK,30.2
GE,371.36,1.5,1.45,5247790.0,75.1,2.8268,False,340.35,322.27,9.11,35.3,36.9,10.81,379.67,True,,False,True,True,True,False,0.48,True,True,True,False,366.51,382.5,3.0,1.31,2.3,20,7427.2,WEAK,28.9
EXC,46.75,-0.32,1.1,8568670.0,59.0,0.1632,False,45.84,45.76,1.98,16.9,16.5,0.92,50.18,False,,False,True,False,True,False,0.49,True,True,False,False,46.6,48.13,2.95,0.32,9.2,666,31135.5,WEAK,27.6
TMO,505.75,2.75,1.45,2048340.0,63.9,2.5521,False,475.66,478.17,6.32,18.8,56.5,14.67,642.71,False,,False,True,True,True,False,0.12,True,True,True,False,495.63,520.92,3.0,2.0,1.5,9,4551.75,WEAK,27.1
NEE,87.7,0.09,1.16,11579340.0,52.3,0.5242,False,86.74,88.27,1.1,24.5,52.4,1.72,98.03,False,,False,True,True,False,False,0.08,True,True,False,False,86.84,90.28,2.94,0.98,3.0,116,10173.2,WEAK,27.0
CBRE,134.58,0.48,1.11,2096450.0,52.7,0.6476,False,132.77,135.59,1.36,16.4,16.6,4.05,174.27,False,,False,True,True,False,False,0.59,True,True,False,False,134.05,138.62,3.0,0.39,7.62,188,25301.04,WEAK,24.4
