Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Stop_Loss,Target,Target%,SL%,RR_Ratio,Conviction,BTST_Score
PIDILITIND,1421.5,4.2,4.4,517204.0,59.7,2.8105,1377.86,1387.76,3.17,14.8,91.5,32.56,1574.95,False,Morning Star,False,False,True,True,True,0.78,True,True,False,1393.07,1464.14,3.0,2.0,1.5,HIGH,81.6
ASIANPAINT,2519.0,3.66,1.75,796876.0,62.7,-1.4908,2428.36,2404.66,3.73,27.2,88.7,64.77,2985.7,False,Morning Star,False,False,True,True,True,1.23,True,True,False,2468.62,2594.57,3.0,2.0,1.5,GOOD,75.5
M&M,3300.8,2.8,1.94,3097648.0,59.5,16.9669,3153.53,3213.53,4.67,13.5,79.4,92.52,3839.9,False,,False,False,True,True,True,1.07,True,True,False,3243.5,3399.82,3.0,1.74,1.73,GOOD,72.3
MGL,1166.8,2.94,1.16,160837.0,68.9,3.5444,1108.78,1085.73,5.23,32.8,80.6,33.55,1549.34,False,Morning Star,False,False,True,True,True,0.66,False,True,False,1143.46,1201.8,3.0,2.0,1.5,GOOD,70.1
IGL,169.46,1.94,2.26,3033311.0,62.0,0.2635,164.43,164.15,3.06,20.7,81.7,4.23,223.11,False,,False,False,True,True,True,1.06,False,True,False,166.2,174.54,3.0,1.92,1.56,MODERATE,68.7
LICHSGFIN,582.15,4.3,3.72,1101599.0,68.9,1.9753,546.61,532.9,6.5,21.4,88.6,14.49,635.31,False,,False,False,True,True,False,0.46,False,True,False,570.51,599.61,3.0,2.0,1.5,MODERATE,66.5
DABUR,466.25,1.24,2.27,1278939.0,60.1,3.0399,448.13,456.69,4.04,23.4,81.4,11.37,573.97,False,,False,False,False,False,True,0.97,False,True,False,458.6,480.24,3.0,1.64,1.83,MODERATE,57.2
APOLLOHOSP,7760.5,-0.15,1.34,325952.0,57.0,3.0652,7664.77,7565.81,1.25,11.1,24.8,143.58,8088.76,True,,False,False,False,True,False,0.5,True,True,False,7742.5,7975.87,2.78,0.23,11.96,MODERATE,56.4
LUPIN,2442.9,4.25,2.86,1009139.0,69.4,8.0255,2329.23,2296.32,4.88,10.8,85.2,53.15,2459.0,True,,False,False,True,True,True,0.81,True,True,False,2394.04,2516.19,3.0,2.0,1.5,WEAK,54.4
TORNTPHARM,4358.3,1.95,1.16,277313.0,63.2,22.378,4205.6,4174.61,3.63,16.3,51.8,94.25,4482.9,True,,False,True,True,True,True,0.58,True,True,False,4274.0,4489.05,3.0,1.93,1.55,WEAK,54.1
SBIN,1096.0,3.41,1.3,11097711.0,54.7,-0.2608,1078.94,1078.36,1.58,17.9,87.2,25.5,1234.7,False,,False,False,True,True,True,1.14,True,True,False,1074.08,1128.88,3.0,2.0,1.5,WEAK,52.1
CANBK,138.04,2.78,1.5,15734172.0,49.9,-0.3619,137.7,139.76,0.25,12.6,91.7,3.82,162.89,False,Hammer,False,False,True,False,True,2.17,True,True,False,135.28,142.18,3.0,2.0,1.5,WEAK,51.4
HDFCBANK,796.55,3.14,1.25,28447100.0,50.9,1.941,788.16,818.35,1.06,23.4,90.6,18.49,1020.5,False,,False,False,True,False,False,0.37,True,True,False,780.62,820.45,3.0,2.0,1.5,WEAK,50.7
MUTHOOTFIN,3533.6,2.53,1.78,417306.0,55.7,-6.8956,3467.03,3458.22,1.92,12.0,69.0,100.73,4114.71,False,,False,False,True,True,True,0.97,False,True,False,3462.93,3639.61,3.0,2.0,1.5,WEAK,48.9
KOTAKBANK,376.6,1.41,1.7,21246856.0,49.2,0.4833,376.51,383.96,0.02,17.3,76.3,9.73,453.2,False,,False,False,True,False,True,0.71,True,True,False,369.07,387.9,3.0,2.0,1.5,WEAK,48.2
