Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
GRASIM,3323.0,3.52,2.25,476427.0,64.6,16.5583,False,3160.82,3107.64,5.13,17.7,84.0,73.16,3349.6,True,,False,False,True,True,False,0.31,False,False,False,False,3256.54,3422.69,3.0,2.0,1.5,75,249225.0,WEAK,45.6
MGL,1139.6,1.41,4.41,120425.0,57.6,5.7292,False,1112.64,1114.19,2.42,20.6,84.3,30.01,1363.66,False,,False,False,True,True,False,0.38,False,False,False,False,1116.81,1173.79,3.0,2.0,1.5,219,249572.39,WEAK,43.2
HEROMOTOCO,5725.0,3.14,2.96,646312.0,75.5,64.6791,False,5257.53,5083.09,8.89,39.9,71.0,132.03,6175.52,False,Engulfing,False,False,True,True,False,-0.17,False,False,False,False,5610.5,5896.75,3.0,2.0,1.5,43,246175.0,WEAK,40.3
HINDALCO,1059.6,3.17,2.07,4482196.0,69.9,13.8729,False,988.0,990.38,7.25,22.0,100.0,23.18,1169.9,False,Marubozu,True,False,True,True,False,-0.97,False,False,True,False,1038.41,1091.39,3.0,2.0,1.5,235,249005.99,WEAK,38.0
M&M,3502.0,2.82,1.13,2927584.0,69.4,23.5372,False,3297.15,3202.01,6.21,30.5,97.2,81.54,3799.99,False,Marubozu,True,False,True,True,False,-0.03,False,False,True,False,3431.96,3607.06,3.0,2.0,1.5,71,248642.0,WEAK,36.3
BRITANNIA,5510.0,1.96,6.91,194218.0,62.7,9.0004,False,5375.02,5323.16,2.51,17.0,6.2,112.69,6232.21,False,,False,True,True,True,True,1.82,False,False,False,False,5500.0,5675.3,3.0,0.18,16.53,500,2755000.0,WEAK,33.0
SBIN,1097.2,1.12,2.8,10490850.0,70.8,6.7897,False,1042.47,1031.24,5.25,16.2,44.1,21.13,1212.84,False,,False,True,True,True,False,-0.45,False,False,False,False,1076.07,1128.9,2.89,1.93,1.5,236,258939.19,WEAK,33.0
TECHM,1635.0,0.17,1.44,4238016.0,66.5,-0.3616,False,1588.12,1516.4,2.95,30.9,1.5,42.54,1807.04,False,,False,True,True,True,False,0.47,True,False,False,False,1634.3,1684.05,3.0,0.04,70.07,7142,11677170.0,WEAK,31.9
APOLLOHOSP,8945.0,-0.33,1.12,244067.0,55.8,-11.4784,False,8878.85,8660.25,0.75,20.8,29.5,144.92,9050.0,True,,False,False,False,True,False,0.28,False,False,False,False,8922.0,9162.38,2.43,0.26,9.45,217,1941065.0,WEAK,30.3
BEL,401.0,0.45,1.1,9810746.0,49.0,0.402,True,399.7,407.87,0.33,18.0,57.0,7.25,473.45,False,,False,False,True,False,False,0.45,False,False,False,False,398.35,411.88,2.71,0.66,4.11,1886,756286.0,WEAK,18.0
HAL,4910.0,-0.2,1.47,737830.0,75.2,28.4435,False,4626.17,4502.49,6.14,19.6,34.3,100.17,4975.0,True,,False,True,True,True,False,0.1,False,False,True,False,4876.0,5057.3,3.0,0.69,4.33,147,721770.0,WEAK,17.4
