Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
SIEMENS,3693.8,4.58,1.82,433265.0,54.0,-46.7546,False,3671.75,3502.93,0.6,28.8,92.5,125.71,3930.0,False,,False,False,True,True,True,1.18,True,True,False,False,3619.92,3804.61,3.0,2.0,1.5,67,247484.6,GOOD,74.4
BERGEPAINT,533.9,5.16,3.32,1290204.0,71.4,4.2025,False,482.7,469.09,10.61,32.0,77.2,18.93,600.97,False,,False,False,True,True,True,1.43,False,True,False,False,523.22,549.92,3.0,2.0,1.5,468,249865.21,GOOD,73.9
DIVISLAB,6921.5,1.85,1.44,293808.0,76.5,28.6195,False,6550.34,6373.43,5.67,40.3,79.8,138.38,7039.45,True,,False,False,True,True,True,0.5,True,True,False,False,6817.0,7129.07,3.0,1.51,1.99,47,325310.5,MODERATE,68.1
JSWSTEEL,1296.9,1.73,2.57,1282763.0,62.4,-1.225,False,1259.36,1232.08,2.98,19.4,62.2,28.02,1306.8,True,,False,False,True,True,True,1.02,True,True,False,False,1281.9,1335.81,3.0,1.16,2.59,333,431867.71,MODERATE,65.4
NMDC,93.21,2.3,2.31,17257475.0,66.0,-0.1609,False,88.59,85.4,5.21,17.7,73.5,2.48,93.78,True,,False,False,True,True,True,0.98,True,True,False,False,91.63,96.01,3.0,1.7,1.77,3164,294916.44,MODERATE,63.3
TATASTEEL,221.13,0.69,1.57,22276002.0,66.3,0.1428,True,212.76,206.39,3.93,22.5,54.4,4.71,222.9,True,,False,True,False,True,False,1.22,True,True,False,False,219.02,227.76,3.0,0.95,3.14,2369,523856.98,MODERATE,59.9
ONGC,300.9,1.26,1.3,17487616.0,62.8,0.1928,True,289.35,281.63,3.99,27.5,44.0,7.4,307.5,True,,False,True,True,True,True,0.96,True,True,False,False,298.7,309.93,3.0,0.73,4.1,2272,683644.79,MODERATE,59.9
APOLLOHOSP,8119.0,1.43,1.1,392606.0,67.4,30.9852,False,7832.15,7664.97,3.66,21.4,63.9,147.11,8180.0,True,,False,False,True,True,False,0.08,True,True,False,False,8011.0,8339.66,2.72,1.33,2.04,46,373474.0,MODERATE,58.1
HAL,4608.0,-0.23,2.42,1337534.0,62.3,0.0241,False,4476.58,4290.03,2.94,32.5,23.0,127.84,5105.25,False,,False,True,False,True,False,0.66,True,True,False,False,4548.0,4746.24,3.0,1.3,2.3,83,382464.0,WEAK,54.4
HINDALCO,1103.3,2.81,1.28,3842753.0,68.1,-0.4267,False,1039.75,996.81,6.11,30.8,92.9,27.39,1105.0,True,,False,False,True,True,True,1.01,True,True,True,False,1081.23,1136.4,3.0,2.0,1.5,226,249345.81,WEAK,53.3
ADANIGREEN,1414.9,3.53,1.3,3739321.0,74.4,1.7828,False,1266.81,1132.96,11.69,43.7,80.5,53.21,1424.1,True,,False,False,True,True,True,0.9,True,True,True,False,1386.6,1457.35,3.0,2.0,1.5,176,249022.4,WEAK,52.7
GRASIM,2938.7,-0.23,2.4,689506.0,63.4,9.6613,False,2856.22,2796.51,2.89,24.6,11.2,64.11,3007.3,True,,False,True,False,True,False,0.32,True,True,False,False,2933.1,3026.86,3.0,0.19,15.74,892,2621320.36,WEAK,51.3
TMPV,356.55,5.25,7.3,7079615.0,56.8,-0.9848,False,346.0,345.5,3.05,18.4,30.4,11.14,419.0,False,,False,True,True,True,True,3.91,True,True,False,False,352.0,367.25,3.0,1.28,2.35,1098,391491.89,WEAK,44.6
BHARTIARTL,1883.5,5.27,2.35,9066089.0,57.1,-0.4098,False,1828.84,1857.2,2.99,26.9,93.8,44.9,2174.5,False,,False,False,True,False,True,1.72,False,True,False,False,1845.83,1940.01,3.0,2.0,1.5,132,248622.0,WEAK,41.7
IDFCFIRSTB,68.54,0.35,1.84,18783199.0,50.7,-0.1354,False,68.52,69.22,0.02,17.2,75.9,1.83,87.0,False,,False,False,False,False,False,0.32,True,True,False,False,67.25,70.6,3.01,1.88,1.6,3875,265592.5,WEAK,35.2
