Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Stop_Loss,Target,Target%,SL%,RR_Ratio,Conviction,BTST_Score
INDUSINDBK,900.15,6.16,5.45,2066880.0,61.9,10.0417,845.45,854.04,6.47,17.6,91.3,28.21,968.85,False,,False,False,True,True,True,2.03,True,True,False,882.15,927.15,3.0,2.0,1.5,HIGH,106.5
SUNPHARMA,1733.5,6.98,6.17,4374693.0,54.1,0.673,1698.06,1716.15,2.09,22.7,77.0,49.81,1843.0,False,,False,False,True,True,False,0.28,True,True,False,1698.83,1785.51,3.0,2.0,1.5,HIGH,99.5
PETRONET,279.9,2.36,1.59,2501569.0,55.7,2.5397,272.06,276.09,2.88,13.0,84.3,8.96,326.4,False,Engulfing,False,False,True,True,False,0.0,True,True,False,274.3,288.3,3.0,2.0,1.5,HIGH,95.5
NHPC,83.23,3.19,0.88,19407034.0,65.9,0.3318,79.71,77.98,4.41,20.5,95.0,2.26,90.16,False,Marubozu,True,False,True,True,False,0.42,True,True,False,81.57,85.73,3.0,1.99,1.51,HIGH,95.5
DIVISLAB,6477.0,1.82,1.07,271699.0,68.1,50.5087,6205.19,6186.73,4.38,21.9,81.1,145.93,7039.45,False,Engulfing,False,False,True,True,False,-0.16,True,True,False,6347.46,6671.31,3.0,2.0,1.5,HIGH,90.5
NTPC,410.2,2.08,1.14,11434516.0,70.3,2.5189,390.1,377.94,5.15,21.4,64.4,9.56,414.4,True,,False,False,True,True,True,0.51,True,True,False,402.6,422.51,3.0,1.85,1.62,HIGH,88.5
AXISBANK,1324.2,-3.05,1.95,5515636.0,51.9,5.0546,1323.18,1303.77,0.08,21.7,88.7,35.97,1418.3,False,,False,False,False,True,False,-2.99,True,True,False,1299.9,1363.93,3.0,1.84,1.63,HIGH,85.0
CONCOR,514.2,2.27,1.62,1337504.0,64.9,4.6227,487.85,483.65,5.4,27.2,54.4,14.37,641.23,False,Morning Star,False,True,True,True,False,0.47,True,True,False,505.15,529.63,3.0,1.76,1.7,HIGH,83.7
DRREDDY,1334.5,1.32,0.5,3912214.0,64.3,14.0268,1259.73,1258.89,5.94,27.2,62.2,39.76,1371.0,True,,False,False,True,True,False,0.25,True,True,False,1309.0,1374.54,3.0,1.91,1.57,HIGH,83.5
WIPRO,205.05,2.85,1.22,34880691.0,53.7,0.5122,202.02,206.86,1.5,22.4,96.6,5.14,266.23,False,Marubozu,True,False,True,False,False,0.0,True,True,False,200.95,211.2,3.0,2.0,1.5,HIGH,82.5
APOLLOHOSP,7825.0,1.2,0.74,393346.0,61.3,33.4961,7609.57,7517.11,2.83,11.0,78.3,169.38,8088.76,True,,False,False,True,True,False,0.34,True,True,False,7735.0,8059.75,3.0,1.15,2.61,HIGH,82.5
VEDL,742.5,2.99,1.33,16801308.0,55.6,-2.0563,731.54,700.51,1.5,23.1,84.3,24.38,795.0,False,,False,False,True,True,False,0.46,True,True,False,727.65,764.77,3.0,2.0,1.5,HIGH,82.0
ULTRACEMCO,12010.0,0.1,1.93,293410.0,57.5,103.3294,11711.54,11749.74,2.55,25.7,38.0,317.48,13110.0,False,,False,True,False,True,True,1.25,True,True,False,11869.0,12370.3,3.0,1.17,2.56,GOOD,79.5
CIPLA,1317.2,1.71,0.76,2252563.0,64.7,14.7994,1255.35,1285.81,4.93,28.4,83.9,29.33,1673.0,False,,False,False,True,False,True,0.63,True,True,False,1299.0,1356.72,3.0,1.38,2.17,GOOD,79.5
NMDC,90.42,1.27,1.3,28896190.0,69.0,0.4773,85.51,82.44,5.74,17.7,43.9,2.55,91.2,True,,False,True,True,True,True,1.08,True,True,False,89.81,93.13,3.0,0.67,4.44,GOOD,75.2
SBIN,1111.85,0.98,0.66,17695726.0,58.4,8.7128,1081.24,1078.84,2.83,21.6,74.1,27.53,1234.7,False,,False,False,True,True,True,0.89,True,True,False,1103.4,1145.21,3.0,0.76,3.95,GOOD,73.5
BANDHANBNK,181.87,4.12,1.84,7754239.0,65.3,1.8991,169.6,165.54,7.23,18.6,91.4,6.67,190.74,True,,False,False,True,True,False,-0.04,True,True,True,178.23,187.33,3.0,2.0,1.5,GOOD,72.4
SAIL,184.2,3.22,2.02,22796357.0,75.2,1.6789,168.67,160.92,9.21,29.6,80.8,5.84,185.32,True,,False,False,True,True,True,0.84,True,True,True,180.52,189.73,3.0,2.0,1.5,GOOD,71.8
JSWSTEEL,1282.7,2.15,1.05,2202740.0,64.5,9.5744,1224.37,1204.96,4.76,20.1,50.5,32.9,1297.0,True,,False,True,True,True,True,1.38,True,True,False,1268.1,1321.18,3.0,1.14,2.64,GOOD,71.0
TATASTEEL,213.27,1.52,1.38,23957997.0,63.8,0.7299,206.32,200.67,3.37,16.6,57.5,5.09,216.45,True,,False,True,True,True,False,0.44,True,True,False,210.93,219.67,3.0,1.1,2.74,GOOD,71.0
POWERGRID,320.9,1.42,0.72,12962953.0,69.3,1.3703,309.5,299.46,3.68,25.4,49.4,7.3,324.95,True,,False,True,True,True,True,0.51,True,True,False,316.95,330.53,3.0,1.23,2.44,GOOD,71.0
TORNTPHARM,4219.8,2.49,0.9,393914.0,54.2,7.5473,4161.91,4152.67,1.39,16.5,80.7,99.86,4482.9,False,,False,False,True,True,False,0.19,True,True,False,4135.4,4346.39,3.0,2.0,1.5,GOOD,70.0
HAL,4310.3,1.04,0.42,1080220.0,62.0,33.3874,4148.87,4093.66,3.89,27.5,50.3,110.79,5105.25,False,,False,False,True,True,False,0.33,True,True,False,4280.0,4439.61,3.0,0.7,4.27,MODERATE,68.5
HDFCAMC,2756.0,0.77,0.32,1534375.0,60.7,25.8127,2625.38,2583.14,4.98,25.3,64.0,89.35,2967.25,False,,False,False,False,True,True,0.54,False,True,False,2719.6,2838.68,3.0,1.32,2.27,MODERATE,68.5
MGL,1141.8,1.03,0.39,324978.0,67.3,14.1032,1080.71,1070.42,5.65,30.0,66.5,36.08,1549.34,False,,False,False,True,True,False,-0.28,True,True,False,1124.5,1176.05,3.0,1.52,1.98,MODERATE,68.5
BAJAJ.AUTO,9662.0,0.9,0.37,397592.0,55.7,20.1317,9524.11,9450.32,1.45,19.2,45.9,215.78,10187.0,False,,False,False,True,True,True,0.69,True,True,False,9617.0,9951.86,3.0,0.47,6.44,MODERATE,68.5
RELIANCE,1365.8,2.86,1.33,18607582.0,50.9,3.5621,1355.32,1381.87,0.77,19.9,90.4,31.43,1611.8,False,Engulfing,False,False,True,False,False,-1.11,True,True,False,1338.48,1406.77,3.0,2.0,1.5,MODERATE,68.5
GAIL,165.74,0.08,1.49,12184370.0,68.1,2.0409,156.64,155.71,5.81,25.8,29.2,4.38,195.53,False,,False,True,False,True,True,0.72,True,True,False,164.9,170.71,3.0,0.51,5.92,MODERATE,66.7
GRASIM,2778.2,1.42,1.23,805012.0,57.0,11.7284,2720.76,2729.41,2.11,16.4,44.3,66.54,2979.0,False,,False,True,True,True,True,0.97,True,True,False,2752.2,2861.55,3.0,0.94,3.21,MODERATE,66.7
DMART,4507.1,1.43,0.85,560186.0,61.3,-9.3768,4380.49,4166.04,2.89,30.0,68.1,126.61,4949.5,False,,False,False,True,True,True,1.04,False,True,False,4460.3,4642.31,3.0,1.04,2.89,MODERATE,66.0
TITAN,4441.8,0.72,0.58,1127990.0,57.3,0.5982,4368.4,4254.86,1.68,17.0,70.6,111.72,4554.0,True,,False,False,False,True,True,0.65,False,True,False,4388.4,4575.05,3.0,1.2,2.5,MODERATE,63.5
IDFCFIRSTB,70.27,4.52,2.6,18884996.0,60.0,0.88,66.69,69.16,5.37,23.2,91.7,2.05,87.0,False,,False,False,True,False,True,0.94,True,True,False,68.86,72.38,3.0,2.01,1.5,MODERATE,63.3
ONGC,285.9,0.39,0.46,14229078.0,58.5,-0.5849,282.61,274.47,1.16,31.1,68.0,6.12,293.0,True,,False,False,False,True,False,0.42,True,True,False,284.2,294.48,3.0,0.59,5.05,MODERATE,63.0
FEDERALBNK,294.05,0.36,0.48,8012532.0,60.0,1.4007,286.32,280.42,2.7,22.5,25.8,7.68,302.0,True,,False,True,False,True,True,0.58,True,True,False,292.8,302.87,3.0,0.43,7.06,MODERATE,62.5
LICHSGFIN,543.1,0.43,0.96,1657344.0,56.8,1.9353,531.79,524.02,2.13,16.0,79.1,14.99,635.31,False,,False,False,False,True,True,0.6,False,True,False,534.4,559.39,3.0,1.6,1.87,MODERATE,62.5
RECLTD,378.05,1.08,0.54,9180006.0,65.1,3.4776,358.9,350.08,5.34,21.7,34.5,11.54,418.68,False,,False,True,True,True,True,0.53,True,True,False,376.0,389.39,3.0,0.54,5.53,MODERATE,62.5
PAYTM,1132.05,-1.33,13.2,1642690.0,54.7,6.3803,1114.92,1115.28,1.54,19.5,86.4,41.25,1381.8,False,,False,False,False,False,False,-5.44,False,True,False,1109.41,1166.01,3.0,2.0,1.5,MODERATE,62.0
