Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Stop_Loss,Target,Target%,SL%,RR_Ratio,Conviction,BTST_Score
SIEMENS,3576.1,6.96,5.75,371249.0,68.6,52.6258,3206.4,3175.0,11.53,18.5,93.8,130.35,3590.0,True,,False,False,True,True,True,1.69,True,True,False,3504.58,3683.38,3.0,2.0,1.5,HIGH,128.2
WIPRO,209.75,3.34,1.16,24043787.0,61.4,2.8374,199.83,207.93,4.96,27.9,86.3,5.72,266.23,False,Morning Star,False,False,True,False,True,1.74,True,True,False,205.56,216.04,3.0,2.0,1.5,HIGH,112.8
BPCL,310.45,5.97,1.52,17247508.0,52.5,5.2301,300.07,321.5,3.46,32.4,92.0,12.69,391.65,False,,False,False,True,False,True,2.61,True,True,False,304.24,319.76,3.0,2.0,1.5,HIGH,102.9
NHPC,80.58,3.76,1.6,15065016.0,66.9,0.4146,76.55,76.35,5.26,13.6,71.8,2.17,90.16,False,,False,False,True,True,True,1.15,True,True,False,78.97,83.0,3.0,2.0,1.5,HIGH,100.7
TATAPOWER,421.85,3.0,1.98,8870076.0,71.0,2.5978,393.53,385.96,7.2,14.1,85.3,12.49,423.9,True,,False,False,True,True,True,1.33,True,True,True,413.41,434.51,3.0,2.0,1.5,HIGH,85.1
POWERGRID,312.45,4.03,1.35,16247813.0,67.1,0.895,298.46,292.35,4.69,14.4,92.2,8.33,313.4,True,,False,False,True,True,True,1.02,True,True,False,306.2,321.82,3.0,2.0,1.5,HIGH,83.9
ADANIPORTS,1511.8,3.17,1.25,3520332.0,61.8,20.2859,1421.78,1434.92,6.33,16.4,90.6,51.48,1584.0,True,,False,False,True,True,True,1.3,True,True,True,1481.56,1557.15,3.0,2.0,1.5,HIGH,82.0
BAJAJ.AUTO,9865.0,0.5,1.34,413013.0,62.9,133.7892,9333.32,9359.72,5.7,24.3,24.0,270.39,10187.0,True,,False,True,False,True,True,0.87,True,True,False,9830.0,10160.95,3.0,0.35,8.46,GOOD,78.1
PFC,444.75,2.58,1.42,9572311.0,66.0,4.2089,414.58,402.98,7.28,14.2,79.4,15.61,446.5,True,,False,False,True,True,True,1.21,True,True,True,438.0,458.09,3.0,1.52,1.98,GOOD,77.4
VEDL,766.05,1.79,1.37,16825021.0,71.4,10.5162,704.56,679.5,8.73,17.8,92.8,24.6,768.0,True,,False,False,True,True,False,-0.07,True,True,True,750.73,789.03,3.0,2.0,1.5,GOOD,72.0
BANDHANBNK,173.77,4.22,1.11,10349041.0,59.9,2.5962,161.47,161.59,7.62,25.2,65.1,7.43,190.74,False,,False,False,True,True,True,1.42,True,True,True,170.29,178.98,3.0,2.0,1.5,GOOD,70.5
BERGEPAINT,474.6,3.02,1.16,374989.0,69.2,7.9138,436.67,449.73,8.69,38.4,84.6,15.26,600.97,False,,False,False,True,True,True,1.63,False,True,True,465.11,488.84,3.0,2.0,1.5,MODERATE,69.7
ETERNAL,246.67,4.42,1.26,44597166.0,54.4,2.6505,238.04,249.3,3.63,20.8,78.4,9.83,368.45,False,,False,False,True,False,True,2.02,False,True,False,241.74,254.07,3.0,2.0,1.5,MODERATE,68.8
IRCTC,553.55,2.91,1.35,1462562.0,55.6,7.4027,534.2,563.06,3.62,24.6,68.9,16.72,808.77,False,,False,False,True,False,True,1.47,False,True,False,545.15,570.16,3.0,1.52,1.98,MODERATE,67.1
HDFCAMC,2663.7,4.62,1.22,1766506.0,60.0,44.3215,2474.47,2520.91,7.65,23.0,83.7,98.28,2967.25,False,,False,False,True,True,True,1.73,False,True,True,2610.43,2743.61,3.0,2.0,1.5,MODERATE,65.8
