Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
BAC,59.87,1.94,0.08,38683170.0,74.8,0.1194,False,56.72,54.48,5.55,41.9,95.0,1.17,59.92,True,Marubozu,True,False,True,True,False,0.35,True,True,False,False,58.92,61.63,2.94,1.59,1.85,105,6286.35,GOOD,70.4
UNP,283.48,0.44,0.03,2931060.0,67.0,2.055,False,270.01,265.06,4.99,20.8,100.0,5.93,283.48,True,Marubozu,True,False,True,True,False,-1.15,True,True,False,False,281.33,291.98,3.0,0.76,3.95,46,13040.08,GOOD,70.4
JPM,338.53,1.21,0.04,11315310.0,66.6,0.3761,False,326.09,316.48,3.81,29.7,78.9,7.29,343.45,True,,False,False,True,True,True,1.06,True,True,False,False,334.11,348.69,3.0,1.31,2.3,22,7447.66,MODERATE,63.9
WFC,87.08,1.84,0.03,17006080.0,65.8,0.1449,False,83.38,81.6,4.44,27.1,86.6,1.94,96.73,False,,False,False,True,True,True,1.29,True,True,False,False,86.02,89.7,3.0,1.22,2.46,93,8098.9,MODERATE,60.6
C,143.1,2.24,0.03,15644280.0,61.9,-0.6531,False,139.57,133.37,2.53,33.6,95.6,3.48,147.96,True,,False,False,True,True,True,1.36,True,True,False,False,141.59,147.39,3.0,1.06,2.84,66,9444.6,MODERATE,59.5
PSX,177.48,0.6,0.02,3270610.0,55.0,0.4462,False,173.93,172.84,2.04,12.0,100.0,5.13,189.24,False,,False,False,True,True,False,-0.24,True,True,False,False,175.54,182.8,3.0,1.09,2.75,51,9051.23,MODERATE,56.0
DE,623.28,0.32,0.03,1446720.0,61.7,3.1616,False,601.53,585.54,3.62,27.9,100.0,17.25,670.49,False,,False,False,False,True,False,2.7,True,True,False,False,619.18,641.98,3.0,0.66,4.56,24,14958.72,WEAK,54.9
MS,219.65,2.68,0.03,6646520.0,58.4,-1.4552,False,214.46,205.12,2.42,29.9,94.9,5.84,230.47,True,,False,False,True,True,False,0.36,True,True,False,False,216.37,226.24,3.0,1.5,2.0,30,6589.65,WEAK,54.2
AMD,547.73,5.78,0.1,32389910.0,56.8,-3.0423,False,520.99,460.99,5.13,23.9,85.7,35.69,584.73,False,,False,False,True,True,True,3.36,True,True,False,False,536.78,564.17,3.0,2.0,1.5,9,4929.61,WEAK,52.3
BA,229.04,1.12,0.06,6156030.0,58.3,0.9067,False,221.02,221.39,3.63,10.0,75.4,6.46,254.35,False,,False,False,True,True,False,-2.42,True,True,False,False,227.0,235.91,3.0,0.89,3.38,49,11222.72,WEAK,52.1
