Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Stop_Loss,Target,Target%,SL%,RR_Ratio,Conviction,BTST_Score
PAYTM,1197.4,7.82,3.9,3653720.0,64.0,0.3887,1118.16,1116.15,7.09,19.7,90.9,40.41,1381.8,False,Morning Star,False,False,True,True,True,3.55,False,False,False,1173.45,1233.32,3.0,2.0,1.5,WEAK,53.4
BAJAJ.AUTO,10605.0,2.77,3.88,385849.0,72.4,82.0427,9835.89,9613.46,7.82,24.2,67.5,261.4,10740.0,True,,False,False,True,True,True,2.55,True,False,False,10392.9,10923.15,3.0,2.0,1.5,WEAK,51.2
PIDILITIND,1450.4,2.03,2.15,681896.0,64.2,6.2015,1384.77,1390.22,4.74,15.5,67.7,33.06,1574.95,False,,False,False,True,True,True,1.48,True,False,False,1428.0,1493.91,3.0,1.54,1.94,WEAK,46.4
APOLLOHOSP,7837.0,0.99,1.31,308815.0,60.4,7.1645,7681.17,7576.44,2.03,11.7,83.8,141.25,8088.76,True,Engulfing,False,False,True,True,False,0.0,True,False,False,7744.0,8048.88,2.7,1.19,2.28,WEAK,45.9
COALINDIA,466.65,-0.76,2.07,11738564.0,56.1,1.295,461.82,449.56,1.05,23.8,63.0,11.77,491.25,False,,False,False,False,True,False,0.0,True,False,False,457.32,480.65,3.0,2.0,1.5,WEAK,42.6
DLF,618.85,1.52,1.34,2595613.0,62.4,2.4308,590.67,590.7,4.77,14.9,90.6,16.27,880.36,False,,False,False,True,True,True,0.89,True,False,False,607.75,637.42,3.0,1.79,1.67,WEAK,42.6
DABUR,470.0,0.8,2.13,1331540.0,61.8,3.5178,450.21,457.21,4.39,24.7,66.4,11.52,573.97,False,,False,False,True,True,True,0.66,False,False,False,461.1,484.1,3.0,1.89,1.58,WEAK,40.2
ASIANPAINT,2530.6,0.46,1.61,655629.0,64.1,0.0057,2440.01,2411.2,3.71,26.8,43.4,59.94,2985.7,False,,False,True,True,True,False,0.62,True,False,False,2511.3,2606.52,3.0,0.76,3.93,WEAK,40.1
GRASIM,2960.6,1.57,0.68,891172.0,72.7,19.9431,2797.83,2763.14,5.82,19.3,80.8,62.94,2979.0,True,,False,False,True,True,False,-0.43,True,False,False,2901.39,3049.42,3.0,2.0,1.5,WEAK,39.7
SHREECEM,25595.0,2.48,2.65,22066.0,59.9,35.4692,24791.96,24922.31,3.24,16.3,29.5,640.58,32398.19,False,,False,True,True,True,True,1.9,True,False,False,25430.0,26362.85,3.0,0.64,4.65,WEAK,38.0
HDFCAMC,2834.6,0.66,0.98,832450.0,63.7,5.0432,2710.34,2635.83,4.58,25.0,72.9,78.03,2967.25,True,,False,False,True,True,True,0.5,False,False,False,2780.0,2919.64,3.0,1.93,1.56,WEAK,37.8
PETRONET,282.1,-0.42,1.83,3474279.0,56.7,1.23,276.39,277.07,2.07,8.5,67.2,7.92,326.4,False,,False,False,False,True,False,0.02,True,False,False,278.1,290.56,3.0,1.42,2.11,WEAK,37.8
FEDERALBNK,297.05,1.38,0.78,7793680.0,61.8,-0.0211,288.8,283.15,2.86,16.2,91.0,7.6,302.0,True,,False,False,True,True,True,0.51,True,False,False,291.11,305.96,3.0,2.0,1.5,WEAK,37.5
SIEMENS,3871.5,0.77,0.87,363256.0,70.6,-4.4446,3692.46,3471.85,4.85,37.2,76.6,106.77,3930.0,True,,False,False,True,True,False,0.47,True,False,False,3794.07,3987.64,3.0,2.0,1.5,WEAK,37.0
HDFCLIFE,625.4,3.14,3.09,7256153.0,57.0,4.1174,603.88,629.42,3.56,20.9,80.9,16.31,820.75,False,,False,False,True,False,True,0.77,False,False,False,612.89,644.16,3.0,2.0,1.5,WEAK,37.0
HINDALCO,1055.7,0.95,1.01,4230586.0,62.6,-2.433,1026.22,983.14,2.87,28.8,78.6,26.07,1080.0,True,,False,False,True,True,False,0.21,True,False,False,1036.6,1087.37,3.0,1.81,1.66,WEAK,37.0
ICICIPRULI,562.9,2.33,2.58,1023943.0,58.4,5.265,539.67,562.64,4.31,22.3,68.0,16.29,706.8,False,,False,False,True,False,True,0.53,False,False,False,551.64,579.79,3.0,2.0,1.5,WEAK,36.3
HEROMOTOCO,5343.0,3.35,2.49,712559.0,57.4,25.2384,5167.49,5267.95,3.4,16.9,57.1,166.9,6266.36,False,,False,True,True,True,True,1.26,True,False,False,5236.14,5503.29,3.0,2.0,1.5,WEAK,36.2
GAIL,167.26,0.95,0.59,9043658.0,67.1,0.2122,161.23,158.23,3.74,25.9,69.7,3.64,195.53,False,,False,False,True,True,False,0.13,True,False,False,165.9,172.28,3.0,0.81,3.69,WEAK,35.4
NTPC,400.35,1.39,1.21,8001210.0,58.0,-1.0162,395.33,383.94,1.27,19.1,69.6,8.8,414.4,True,,False,False,True,True,False,0.48,True,False,False,393.15,412.36,3.0,1.8,1.67,WEAK,35.1
TMPV,359.25,0.31,0.72,9716017.0,59.0,0.3303,346.8,345.62,3.59,22.0,50.0,10.53,419.0,False,,False,False,True,True,False,0.57,True,False,False,357.05,370.03,3.0,0.61,4.9,WEAK,35.1
BERGEPAINT,488.25,2.05,3.37,128233.0,66.6,1.0959,464.69,459.87,5.07,24.6,25.4,14.06,600.97,False,,False,True,True,True,True,2.0,False,False,False,484.6,502.9,3.0,0.75,4.01,WEAK,34.1
MGL,1179.8,1.11,1.43,157423.0,70.9,4.2561,1115.55,1089.42,5.76,33.7,56.6,32.94,1549.34,False,,False,True,True,True,False,0.3,True,False,False,1165.6,1215.19,3.0,1.2,2.49,WEAK,34.1
DRREDDY,1307.6,-0.26,0.65,3870834.0,55.0,2.2857,1287.36,1273.42,1.57,24.6,56.0,36.52,1375.9,True,,False,False,False,True,False,-0.14,True,False,False,1297.3,1346.83,3.0,0.79,3.81,WEAK,33.0
CONCOR,526.7,0.48,0.99,1040882.0,67.8,1.407,504.07,492.65,4.49,34.6,62.7,11.57,641.23,False,,False,False,True,True,False,0.53,True,False,False,523.0,542.5,3.0,0.7,4.27,WEAK,33.0
