Symbol,Close,Change%,Volume_Ratio,RSI,MACD_Hist,EMA20,EMA50,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Stop_Loss,Target,RR_Ratio,BTST_Score
ONGC,284.65,0.96,1.96,66.4,0.8701,271.03,263.86,33.4,42.2,8.05,293.0,True,,True,True,False,0.28,False,281.95,296.73,4.47,93.5
DMART,3956.8,1.37,2.76,57.7,8.6388,3849.31,3854.66,13.3,57.8,113.77,4949.5,False,,True,True,False,-0.14,False,3877.0,4127.46,2.14,73.5
COALINDIA,450.45,1.21,1.35,53.6,-2.1053,447.34,434.09,23.6,43.8,13.32,476.0,False,Engulfing,True,True,False,0.0,False,443.1,470.43,2.72,63.5
