Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Stop_Loss,Target,Target%,SL%,RR_Ratio,Conviction,BTST_Score
PFC,428.05,2.49,1.21,9710152.0,60.7,1.7816,406.35,398.53,5.34,16.2,75.5,16.16,432.8,True,,False,False,True,True,False,0.22,True,False,False,419.49,440.89,3.0,2.0,1.5,MODERATE,59.2
BHEL,277.2,4.33,2.78,11368604.0,61.1,1.9661,257.81,260.13,7.52,15.4,78.0,11.01,305.9,False,,False,False,True,True,False,0.3,False,False,False,271.66,285.52,3.0,2.0,1.5,MODERATE,56.0
TCS,2589.0,1.16,1.22,4627797.0,58.0,39.851,2490.99,2636.9,3.93,31.7,78.3,66.54,3509.22,False,Engulfing,False,False,True,False,False,-0.2,True,False,False,2537.22,2666.67,3.0,2.0,1.5,WEAK,51.2
HAL,4032.9,3.21,1.73,1611979.0,59.0,42.6168,3826.91,3979.01,5.38,31.5,66.4,129.19,5105.25,False,,False,False,True,False,False,-0.19,False,False,False,3952.24,4153.89,3.0,2.0,1.5,WEAK,48.3
NHPC,77.11,0.53,2.58,12155161.0,55.6,0.1468,75.85,76.07,1.66,14.6,25.1,2.01,90.16,False,,False,True,True,True,True,1.69,True,False,False,76.63,79.42,3.0,0.62,4.81,WEAK,48.1
HINDALCO,985.65,3.56,1.21,7730604.0,64.1,10.7103,921.88,917.8,6.92,16.8,88.8,32.43,1029.8,True,,False,False,True,True,True,0.76,True,False,True,965.94,1015.22,3.0,2.0,1.5,WEAK,43.7
BAJAJ.AUTO,9517.0,1.61,1.44,373995.0,57.0,71.6737,9158.25,9299.46,3.92,24.8,58.3,276.74,10187.0,False,,False,True,True,True,True,0.95,False,False,False,9366.0,9802.51,3.0,1.59,1.89,WEAK,42.7
PETRONET,271.37,0.36,1.5,6592421.0,50.4,1.9635,266.93,277.24,1.66,24.8,87.8,12.05,326.4,False,,False,False,True,False,False,-0.89,True,False,False,265.94,279.51,3.0,2.0,1.5,WEAK,41.3
IGL,155.1,0.4,1.51,3971188.0,49.4,0.9873,153.48,161.81,1.05,29.8,65.4,5.32,223.11,False,,False,False,True,False,False,0.49,True,False,False,152.0,159.75,3.0,2.0,1.5,WEAK,40.3
NTPC,378.65,1.2,1.27,14562210.0,55.0,-0.7619,373.18,367.35,1.47,16.1,27.9,9.62,394.5,True,,False,True,True,True,True,0.75,True,False,False,376.5,390.01,3.0,0.57,5.28,WEAK,38.4
HEROMOTOCO,5284.0,-0.07,1.4,541642.0,49.6,14.0168,5251.87,5390.86,0.61,19.0,45.5,183.03,6266.36,False,,False,True,True,False,False,0.0,False,False,False,5204.0,5442.52,3.0,1.51,1.98,WEAK,18.0
